experiment,setting,seed,use_global_search,circle_sides,quadrature_order,candidate_grid,region_area,inradius,point_x,point_y,j_star,distance_from_s1,reception_h,h_tolerance,strict_feasible,feasible_with_tolerance,source,branch,local_run_count,local_success_count,local_feasible_count,selected_iterations,selected_function_evaluations,elapsed_s,global_objective,global_h,global_feasible,global_iterations,global_function_evaluations,global_branch
search_comparison,,0,False,360,6,101,39270.90505841475,25.729566798698897,872.9976173082591,-437.8515361347488,1960.3696215313962,976.6467158197261,-33533.931283828686,0.001,True,True,local,negative_side,4,1,3,20,73,1.5245563999924343,,,,,,
search_comparison,,0,True,360,6,101,39270.90505841475,25.729566798698897,979.1196771198024,168.176646663728,1677.2079497127067,993.4579641868308,-13041.273393752403,0.001,True,True,local,negative_side,5,1,4,20,75,2.1717291999957524,4871.821858031312,-254895.3018495735,True,1,10,negative_side
