problem,case,seed,source_count,cleared_count,all_cleared,single_source_average_clear_time_s,per_case_clear_time_s,program_runtime_s,measure_count,status,error,move_time_s,switch_time_s,measure_time_s,clear_action_time_s
Q3,22,2026091221,16,16,True,201.463253977584,3223.412063641344,1.2872926299999108,92,complete,,2569.4120636413436,81.0,460.0,113.0
Q3,23,2026091222,13,13,True,252.38948395328364,3281.0632913926875,2.6716237999999066,121,complete,,2466.0632913926875,112.0,605.0,98.0
Q3,24,2026091223,11,11,True,287.1708961971451,3158.879858168596,1.3065817230001358,120,complete,,2379.879858168596,112.0,600.0,67.0
Q3,25,2026091224,12,12,True,274.31958137610405,3291.834976513249,1.3449342440001146,125,complete,,2488.834976513248,115.0,625.0,63.0
Q3,26,2026091225,15,15,True,224.99721478997807,3374.958221849671,2.396525625000095,124,complete,,2524.9582218496716,116.0,620.0,114.0
Q3,27,2026091226,12,12,True,277.67734954904887,3332.1281945885867,1.909209144999977,148,complete,,2356.128194588588,137.0,740.0,99.0
Q3,28,2026091227,15,15,True,223.6305434187356,3354.458151281034,1.6638033290000749,109,complete,,2624.458151281033,98.0,545.0,87.0
Q3,29,2026091228,14,14,True,229.19837305765694,3208.777222807197,1.3057212710000385,114,complete,,2435.7772228071967,106.0,570.0,97.0
Q3,30,2026091229,15,15,True,217.79102806865782,3266.8654210298673,1.5168694649998997,104,complete,,2548.865421029868,96.0,520.0,102.0
Q3,31,2026091230,16,16,True,237.70947430411448,3803.3515888658317,2.8800763780000125,120,complete,,2985.351588865832,108.0,600.0,110.0
Q3,32,2026091231,10,10,True,342.8402880521474,3428.402880521474,1.8891947930001152,133,complete,,2564.4028805214743,125.0,665.0,74.0
Q3,33,2026091232,13,13,True,261.1225578584615,3394.59325216,1.5779826790001152,116,complete,,2622.59325216,112.0,580.0,80.0
Q3,34,2026091233,10,10,True,320.8013109262023,3208.013109262023,1.8030995130000065,134,complete,,2344.0131092620227,126.0,670.0,68.0
Q3,35,2026091234,11,11,True,251.34914949200126,2764.8406444120137,0.9327128449999691,123,complete,,1965.840644412013,117.0,615.0,67.0
Q3,36,2026091235,12,12,True,250.0448160340343,3000.537792408412,1.5810156840000218,119,complete,,2214.537792408412,110.0,595.0,81.0
Q3,37,2026091236,15,15,True,221.17329118424075,3317.599367763611,2.0068384109999897,118,complete,,2533.5993677636097,110.0,590.0,84.0
Q3,38,2026091237,10,10,True,300.09299011467704,3000.92990114677,0.7156967540001915,136,complete,,2137.9299011467697,127.0,680.0,56.0
Q3,39,2026091238,11,11,True,258.8402155272875,2847.2423708001625,0.7911167209999803,125,complete,,2039.242370800161,116.0,625.0,67.0
Q3,40,2026091239,13,13,True,267.16171440036373,3473.1022872047283,1.6767472660001204,130,complete,,2619.1022872047283,124.0,650.0,80.0
Q3,41,2026091240,10,10,True,375.22832762126956,3752.2832762126955,1.0693600779998178,147,complete,,2796.283276212696,138.0,735.0,83.0
Q3,42,2026091241,13,13,True,264.7936833409348,3442.3178834321525,2.1179962339999747,127,complete,,2609.317883432153,118.0,635.0,80.0
Q3,43,2026091242,16,16,True,248.12675124675008,3970.028019948001,3.23372398399988,104,complete,,3222.028019948001,94.0,520.0,134.0
Q3,44,2026091243,11,11,True,253.41481046004034,2787.5629150604436,0.9013826110001446,118,complete,,2020.562915060444,110.0,590.0,67.0
Q3,45,2026091244,15,15,True,231.29690799052239,3469.4536198578357,2.2291718829999354,122,complete,,2660.4536198578344,112.0,610.0,87.0
Q3,46,2026091245,14,14,True,224.55463168742386,3143.764843623934,2.1098192050001217,114,complete,,2378.7648436239347,104.0,570.0,91.0
Q3,47,2026091246,13,13,True,243.72845592975438,3168.469927086807,1.2765972229999534,125,complete,,2330.469927086807,115.0,625.0,98.0
Q3,48,2026091247,16,16,True,215.50030788934694,3448.004926229551,1.9792091499998605,105,complete,,2727.0049262295506,98.0,525.0,98.0
Q3,49,2026091248,13,13,True,256.20870402933815,3330.713152381396,1.3407915259999754,125,complete,,2473.713152381397,119.0,625.0,113.0
Q3,50,2026091249,10,10,True,312.224443878545,3122.2444387854503,1.2601103660001627,136,complete,,2262.244438785451,127.0,680.0,53.0
Q3,51,2026091250,12,12,True,295.2596716443931,3543.1160597327175,2.3018516990000535,139,complete,,2631.1160597327175,130.0,695.0,87.0
Q3,52,2026091251,15,15,True,218.41499953315682,3276.2249929973523,1.3142378860000008,108,complete,,2526.2249929973536,102.0,540.0,108.0
Q3,53,2026091252,10,10,True,328.09963154603895,3280.9963154603893,1.241095686000108,137,complete,,2406.9963154603893,130.0,685.0,59.0
Q3,54,2026091253,15,15,True,191.1726107885908,2867.589161828862,1.0140751159999581,99,complete,,2185.589161828863,94.0,495.0,93.0
Q3,55,2026091254,11,11,True,255.37325583051125,2809.105814135624,1.441474517000188,123,complete,,2005.1058141356239,116.0,615.0,73.0
Q3,56,2026091255,15,15,True,252.56826192063076,3788.5239288094613,1.8960154349999812,128,complete,,2948.523928809461,116.0,640.0,84.0
Q3,57,2026091256,13,13,True,281.76479479593127,3662.9423323471065,2.455637900000056,121,complete,,2845.942332347106,114.0,605.0,98.0
Q3,58,2026091257,11,11,True,285.3073429791671,3138.3807727708386,0.9941128550001395,129,complete,,2288.380772770839,120.0,645.0,85.0
Q3,59,2026091258,13,13,True,291.3426466702783,3787.4544067136185,2.443321403000027,144,complete,,2847.4544067136185,131.0,720.0,89.0
Q3,60,2026091259,15,15,True,229.9447739526523,3449.1716092897846,1.7229705409999951,115,complete,,2655.171609289784,105.0,575.0,114.0
Q3,61,2026091260,13,13,True,248.07669574012013,3224.9970446215616,1.899838182999929,120,complete,,2426.9970446215616,112.0,600.0,86.0
Q3,62,2026091261,11,11,True,278.4488523591542,3062.937375950696,1.3992260150000675,134,complete,,2201.937375950696,127.0,670.0,64.0
Q3,63,2026091262,16,16,True,239.63375680843438,3834.14010893495,2.850915781999902,117,complete,,3020.14010893495,110.0,585.0,119.0
Q3,64,2026091263,10,10,True,321.506686637301,3215.0668663730103,0.6483520439999211,132,complete,,2376.066866373011,123.0,660.0,56.0
Q3,65,2026091264,14,14,True,220.49252966546072,3086.89541531645,1.542757285000107,118,complete,,2300.895415316449,111.0,590.0,85.0
Q3,66,2026091265,12,12,True,292.6592644265996,3511.9111731191947,1.8617916159998913,130,complete,,2618.9111731191947,120.0,650.0,123.0
Q3,67,2026091266,12,12,True,284.6695803464168,3416.034964157002,1.320046752000053,131,complete,,2550.034964157002,121.0,655.0,90.0
Q3,68,2026091267,11,11,True,270.42371547276537,2974.660870200419,1.84121865599991,128,complete,,2141.6608702004187,120.0,640.0,73.0
Q3,69,2026091268,14,14,True,245.95430759233696,3443.3603062927173,2.640367494999964,118,complete,,2644.360306292717,106.0,590.0,103.0
Q3,70,2026091269,11,11,True,287.8794933213928,3166.6744265353204,1.2619011050001063,131,complete,,2332.6744265353204,121.0,655.0,58.0
Q3,71,2026091270,11,11,True,260.9802272311795,2870.7824995429746,1.9433616720000373,119,complete,,2080.782499542975,113.0,595.0,82.0
Q3,72,2026091271,12,12,True,258.13249321584163,3097.5899185900994,2.4917089339999166,129,complete,,2232.589918590099,121.0,645.0,99.0
Q3,73,2026091272,15,15,True,253.6371564146354,3804.557346219531,1.8388285880000694,119,complete,,2977.5573462195325,109.0,595.0,123.0
Q3,74,2026091273,10,10,True,266.22471859277675,2662.2471859277675,0.6395809260000078,120,complete,,1885.2471859277678,115.0,600.0,62.0
Q3,75,2026091274,10,10,True,323.2846459095485,3232.846459095485,1.68763219199991,137,complete,,2343.8464590954845,127.0,685.0,77.0
Q3,76,2026091275,12,12,True,264.4956246747087,3173.947496096505,2.335190265999927,124,complete,,2341.947496096504,113.0,620.0,99.0
Q3,77,2026091276,16,16,True,216.54410598799254,3464.7056958078806,2.0597807229999034,111,complete,,2715.705695807881,99.0,555.0,95.0
Q3,78,2026091277,12,12,True,236.52188690314088,2838.2626428376907,0.6846571080000103,119,complete,,2054.2626428376902,114.0,595.0,75.0
Q3,79,2026091278,15,15,True,237.42319572778084,3561.3479359167127,1.8883978199999092,115,complete,,2786.3479359167136,107.0,575.0,93.0
Q3,80,2026091279,10,10,True,345.30703871264876,3453.0703871264877,2.4347952030000215,138,complete,,2546.070387126488,131.0,690.0,86.0
Q3,81,2026091280,15,15,True,235.94363135569606,3539.1544703354407,1.673757900000055,114,complete,,2744.1544703354407,105.0,570.0,120.0
Q3,82,2026091281,11,11,True,288.7884401217714,3176.672841339485,1.4442433240001264,132,complete,,2296.672841339486,123.0,660.0,97.0
Q3,83,2026091282,15,15,True,243.92356804637706,3658.853520695656,2.764528711000139,121,complete,,2829.853520695656,113.0,605.0,111.0
Q3,84,2026091283,16,16,True,231.35349536691402,3701.6559258706243,3.159102798000049,123,complete,,2865.6559258706247,111.0,615.0,110.0
Q3,85,2026091284,15,15,True,221.56730650045412,3323.509597506812,1.6090319439999803,105,complete,,2614.5095975068134,97.0,525.0,87.0
Q3,86,2026091285,15,15,True,206.30328293599118,3094.5492440398675,1.5117831519999072,97,complete,,2421.5492440398684,92.0,485.0,96.0
Q3,87,2026091286,11,11,True,268.2225092272176,2950.4476014993934,1.9187476209999659,130,complete,,2107.447601499394,120.0,650.0,73.0
Q3,88,2026091287,11,11,True,328.2500751767086,3610.7508269437944,0.7597758419999536,128,complete,,2785.750826943794,121.0,640.0,64.0
Q3,89,2026091288,12,12,True,263.5055048326494,3162.066057991793,1.069154029000174,121,complete,,2352.066057991792,115.0,605.0,90.0
Q3,90,2026091289,14,14,True,229.0041220484308,3206.057708678031,1.8517379930001425,102,complete,,2501.0577086780313,95.0,510.0,100.0
Q3,91,2026091290,14,14,True,265.6200172255097,3718.6802411571352,1.3128396189999876,113,complete,,2955.6802411571343,104.0,565.0,94.0
Q3,92,2026091291,12,12,True,266.92199840280864,3203.0639808337037,1.6015008580000085,118,complete,,2429.063980833703,109.0,590.0,75.0
Q3,93,2026091292,12,12,True,281.8513595125325,3382.2163141503897,1.1340444770000886,133,complete,,2521.2163141503893,124.0,665.0,72.0
Q3,94,2026091293,11,11,True,321.1769574923421,3532.9465324157636,2.1227997859998595,145,complete,,2606.9465324157636,134.0,725.0,67.0
Q3,95,2026091294,15,15,True,291.4963620043939,4372.445430065909,3.311510589999898,130,complete,,3485.4454300659104,117.0,650.0,120.0
Q3,96,2026091295,11,11,True,314.13914155787774,3455.530557136655,2.0522208429999864,137,complete,,2553.5305571366544,132.0,685.0,85.0
Q3,97,2026091296,15,15,True,203.7493436050437,3056.2401540756555,3.6936645149999094,99,complete,,2363.2401540756555,96.0,495.0,102.0
Q3,98,2026091297,13,13,True,261.553708707758,3400.1982132008543,1.4524398749999818,111,complete,,2636.1982132008548,105.0,555.0,104.0
Q3,99,2026091298,10,10,True,316.3781998685973,3163.7819986859727,1.2772038750001684,142,complete,,2252.781998685972,133.0,710.0,68.0
Q3,100,2026091299,15,15,True,215.4977953934773,3232.4669309021597,2.363368014000116,96,complete,,2559.4669309021597,88.0,480.0,105.0
Q3,101,2026091300,11,11,True,309.28924919223965,3402.181741114636,4.201962945999867,140,complete,,2487.1817411146358,130.0,700.0,85.0
Q3,102,2026091301,14,14,True,254.20586742728324,3558.8821439819653,2.488027740000007,112,complete,,2784.8821439819653,105.0,560.0,109.0
Q3,103,2026091302,15,15,True,215.6864271171855,3235.2964067577827,1.6249645930001861,108,complete,,2487.2964067577814,97.0,540.0,111.0
Q3,104,2026091303,11,11,True,292.24205238991186,3214.6625762890303,1.6261379659999875,140,complete,,2302.662576289031,133.0,700.0,79.0
Q3,105,2026091304,13,13,True,256.92147860097634,3339.9792218126922,1.822416371999907,115,complete,,2573.9792218126927,108.0,575.0,83.0
Q3,106,2026091305,12,12,True,240.82466736083597,2889.8960083300317,1.4358122339999682,129,complete,,2053.8960083300317,122.0,645.0,69.0
Q3,107,2026091306,10,10,True,355.3429184790763,3553.429184790763,2.500469171000077,141,complete,,2625.4291847907625,131.0,705.0,92.0
Q3,108,2026091307,15,15,True,203.00701752381713,3045.105262857257,1.1029554950000602,108,complete,,2303.105262857257,103.0,540.0,99.0
Q3,109,2026091308,13,13,True,233.80241382459164,3039.4313797196914,1.8913527019999492,114,complete,,2269.4313797196914,105.0,570.0,95.0
Q3,110,2026091309,13,13,True,250.51772730872452,3256.7304550134186,9.159279525999864,112,complete,,2492.7304550134195,103.0,560.0,101.0
Q3,111,2026091310,11,11,True,280.1721578284982,3081.8937361134804,2.1720602020000115,136,complete,,2166.893736113482,129.0,680.0,106.0
Q3,112,2026091311,14,14,True,237.42368828213984,3323.9316359499576,2.073623416000146,109,complete,,2579.9316359499567,99.0,545.0,100.0
Q3,113,2026091312,15,15,True,237.16954733881403,3557.5432100822104,1.490862763999985,112,complete,,2783.5432100822118,100.0,560.0,114.0
Q3,114,2026091313,14,14,True,261.5720222540067,3662.0083115560938,2.3601444779999383,124,complete,,2831.0083115560938,114.0,620.0,97.0
Q3,115,2026091314,13,13,True,233.57907453773376,3036.5279689905387,7.992186961000016,115,complete,,2272.5279689905387,109.0,575.0,80.0
Q3,116,2026091315,11,11,True,279.97936140513144,3079.772975456446,1.2887280170000395,131,complete,,2236.7729754564452,121.0,655.0,67.0
Q3,117,2026091316,12,12,True,292.1387643296284,3505.6651719555402,2.286296364000009,149,complete,,2548.6651719555393,137.0,745.0,75.0
Q3,118,2026091317,11,11,True,284.5355660772624,3129.891226849886,0.6983698490000734,121,complete,,2346.891226849886,114.0,605.0,64.0
Q3,119,2026091318,10,10,True,290.6092290882633,2906.0922908826333,2.0500783949999004,131,complete,,2047.0922908826349,124.0,655.0,80.0
Q3,120,2026091319,14,14,True,261.32536920554804,3658.5551688776727,2.5055790199999137,116,complete,,2877.5551688776723,110.0,580.0,91.0
Q3,121,2026091320,15,15,True,213.79859218629386,3206.978882794408,2.115140320999899,110,complete,,2416.9788827944076,102.0,550.0,138.0
Q3,122,2026091321,12,12,True,310.6447163576454,3727.7365962917447,1.3775879940001232,130,complete,,2876.7365962917443,120.0,650.0,81.0
Q3,123,2026091322,13,13,True,251.4908154432133,3269.380600761773,3.054903159000105,127,complete,,2396.3806007617727,116.0,635.0,122.0
Q3,124,2026091323,15,15,True,236.63896658021955,3549.5844987032933,2.252571151999973,103,complete,,2843.5844987032933,92.0,515.0,99.0
Q3,125,2026091324,13,13,True,279.872295024782,3638.339835322166,1.0514939920001325,125,complete,,2815.3398353221646,118.0,625.0,80.0
Q3,126,2026091325,13,13,True,279.64817493239764,3635.426274121169,1.7246839319998344,135,complete,,2754.42627412117,126.0,675.0,80.0
Q3,127,2026091326,13,13,True,270.9054585545347,3521.7709612089507,2.306897016999983,114,complete,,2749.77096120895,104.0,570.0,98.0
Q3,128,2026091327,10,10,True,341.543818410957,3415.4381841095696,0.8428743849999591,137,complete,,2540.43818410957,131.0,685.0,59.0
Q3,129,2026091328,14,14,True,232.6014925254216,3256.4208953559023,1.0138420809998934,110,complete,,2528.420895355902,102.0,550.0,76.0
Q3,130,2026091329,15,15,True,229.35354240859644,3440.303136128947,1.0299950010000885,116,complete,,2663.3031361289463,110.0,580.0,87.0
Q3,131,2026091330,15,15,True,231.3247403908122,3469.871105862183,2.0889919310000096,111,complete,,2715.8711058621834,103.0,555.0,96.0
Q3,132,2026091331,10,10,True,284.9878374755421,2849.878374755421,1.7000231509998684,145,complete,,1911.8783747554212,136.0,725.0,77.0
Q3,133,2026091332,11,11,True,255.47891283279998,2810.2680411608,0.9589103680000335,119,complete,,2027.2680411607998,112.0,595.0,76.0
Q3,134,2026091333,10,10,True,319.22938519890806,3192.293851989081,1.6134067440000308,136,complete,,2315.2938519890804,129.0,680.0,68.0
Q3,135,2026091334,14,14,True,230.52423804673373,3227.3393326542723,1.5084317190001002,123,complete,,2411.3393326542723,113.0,615.0,88.0
Q3,136,2026091335,13,13,True,243.40335781917716,3164.243651649303,1.8779466379999121,112,complete,,2410.2436516493026,105.0,560.0,89.0
Q3,137,2026091336,16,16,True,230.23260643144204,3683.7217029030726,2.6014528149999023,103,complete,,2927.7217029030726,92.0,515.0,149.0
Q3,138,2026091337,11,11,True,317.18945340681836,3489.0839874750022,2.085660548000078,138,complete,,2582.0839874750027,129.0,690.0,88.0
Q3,139,2026091338,14,14,True,228.03460592199355,3192.4844829079098,1.676610983000046,100,complete,,2518.484482907909,92.0,500.0,82.0
Q3,140,2026091339,11,11,True,336.3837362730253,3700.2210990032786,2.39352153599998,138,complete,,2805.2210990032795,129.0,690.0,76.0
Q3,141,2026091340,13,13,True,235.10477673798445,3056.362097593798,1.3677137540000786,111,complete,,2295.362097593798,102.0,555.0,104.0
Q3,142,2026091341,13,13,True,258.4066070640101,3359.285891832131,2.0418145419998837,129,complete,,2505.28589183213,123.0,645.0,86.0
Q3,143,2026091342,10,10,True,344.5693364315115,3445.6933643151146,1.3153672020000613,145,complete,,2526.6933643151133,141.0,725.0,53.0
Q3,144,2026091343,10,10,True,318.958466109266,3189.58466109266,0.9983690179999485,139,complete,,2283.5846610926606,131.0,695.0,80.0
Q3,145,2026091344,16,16,True,223.76160111172487,3580.185617787598,3.0190176709998013,105,complete,,2839.1856177875975,97.0,525.0,119.0
Q3,146,2026091345,13,13,True,248.24648717431847,3227.20433326614,1.591788870000073,122,complete,,2404.2043332661397,112.0,610.0,101.0
Q3,147,2026091346,10,10,True,312.3601355397175,3123.6013553971748,1.8270502469999883,133,complete,,2261.601355397174,123.0,665.0,74.0
Q3,148,2026091347,16,16,True,241.97352569167563,3871.57641106681,2.4227995579999515,111,complete,,3115.576411066809,100.0,555.0,101.0
Q3,149,2026091348,13,13,True,229.70503480368143,2986.1654524478586,1.2479834130001564,118,complete,,2187.1654524478577,111.0,590.0,98.0
Q3,150,2026091349,15,15,True,210.04754762564224,3150.7132143846334,1.402080948000048,94,complete,,2507.7132143846325,89.0,470.0,84.0
Q3,151,2026091350,13,13,True,246.8851897093462,3209.5074662215006,1.7018462819999058,120,complete,,2428.5074662215015,110.0,600.0,71.0
Q3,152,2026091351,16,16,True,222.35152582065675,3557.624413130508,3.40281542799994,122,complete,,2715.624413130509,110.0,610.0,122.0
Q3,153,2026091352,15,15,True,245.8231050535413,3687.3465758031193,1.2029368900000463,114,complete,,2926.3465758031207,104.0,570.0,87.0
Q3,154,2026091353,10,10,True,330.2461915080381,3302.4619150803815,2.0345344590000423,142,complete,,2383.461915080383,132.0,710.0,77.0
Q3,155,2026091354,11,11,True,307.1210646129362,3378.3317107422986,1.2218315360000815,132,complete,,2507.331710742298,126.0,660.0,85.0
Q3,156,2026091355,12,12,True,279.58321246217054,3354.9985495460464,2.9298674149999897,137,complete,,2442.998549546045,128.0,685.0,99.0
Q3,157,2026091356,11,11,True,334.1097789999089,3675.2075689989974,1.7042154159998972,126,complete,,2834.207568998997,117.0,630.0,94.0
Q3,158,2026091357,15,15,True,228.4359106065948,3426.538659098922,2.458460520000017,124,complete,,2588.538659098922,116.0,620.0,102.0
Q3,159,2026091358,12,12,True,239.1134391778061,2869.3612701336733,0.7989162999999735,114,complete,,2112.3612701336738,109.0,570.0,78.0
Q3,160,2026091359,15,15,True,213.50687064513508,3202.603059677026,2.5636709050002082,104,complete,,2471.6030596770265,94.0,520.0,117.0
Q3,161,2026091360,10,10,True,327.9187467105263,3279.187467105263,1.4644874079999681,143,complete,,2361.1874671052633,135.0,715.0,68.0
Q3,162,2026091361,13,13,True,253.81507761360373,3299.5960089768487,0.9367339990001256,127,complete,,2469.596008976849,121.0,635.0,74.0
Q3,163,2026091362,10,10,True,246.41424133943914,2464.1424133943915,1.4918228090000412,118,complete,,1683.1424133943917,114.0,590.0,77.0
Q3,164,2026091363,16,16,True,245.75587050937028,3932.0939281499245,0.9941822209998463,105,complete,,3222.093928149926,96.0,525.0,89.0
Q3,165,2026091364,16,16,True,224.62592370485507,3594.014779277681,1.4969308600000204,112,complete,,2816.0147792776797,102.0,560.0,116.0
Q3,166,2026091365,12,12,True,301.8217114794319,3621.8605377531826,1.6428147039998748,136,complete,,2735.860537753183,128.0,680.0,78.0
Q3,167,2026091366,10,10,True,295.56742706671633,2955.6742706671635,1.34639222099986,132,complete,,2104.674270667164,126.0,660.0,65.0
Q3,168,2026091367,14,14,True,234.5914636899046,3284.2804916586642,2.5857166939999843,116,complete,,2500.2804916586642,107.0,580.0,97.0
Q3,169,2026091368,15,15,True,224.9168582381647,3373.7528735724704,2.9608031459999893,119,complete,,2552.7528735724713,106.0,595.0,120.0
Q3,170,2026091369,15,15,True,203.37946461434942,3050.6919692152414,1.4141383480000513,102,complete,,2333.6919692152405,93.0,510.0,114.0
Q3,171,2026091370,12,12,True,260.43583851410256,3125.2300621692307,2.700853142000142,128,complete,,2282.2300621692298,116.0,640.0,87.0
Q3,172,2026091371,14,14,True,199.32746377287464,2790.584492820245,1.8770783690001736,102,complete,,2090.584492820245,96.0,510.0,94.0
Q3,173,2026091372,14,14,True,206.94502263723857,2897.23031692134,0.96193522700014,108,complete,,2173.2303169213415,102.0,540.0,82.0
Q3,174,2026091373,15,15,True,229.95912663306544,3449.3868994959817,2.025602743999798,114,complete,,2678.3868994959803,108.0,570.0,93.0
Q3,175,2026091374,16,16,True,215.80670233423874,3452.90723734782,3.337430994999977,93,complete,,2765.9072373478184,85.0,465.0,137.0
Q3,176,2026091375,12,12,True,265.4971695276511,3185.9660343318133,1.1561446230000456,121,complete,,2375.9660343318137,112.0,605.0,93.0
Q3,177,2026091376,12,12,True,267.571229312106,3210.854751745272,0.9144812780000393,123,complete,,2397.854751745272,120.0,615.0,78.0
Q3,178,2026091377,16,16,True,190.2179079183169,3043.4865266930706,2.4760064160000184,99,complete,,2335.48652669307,94.0,495.0,119.0
Q3,179,2026091378,15,15,True,223.44332122210193,3351.649818331529,2.370632549999982,98,complete,,2666.64981833153,90.0,490.0,105.0
Q3,180,2026091379,15,15,True,185.93141979235355,2788.971296885303,1.4378419540000777,94,complete,,2142.9712968853037,89.0,470.0,87.0
Q3,181,2026091380,14,14,True,260.4683225116309,3646.5565151628325,1.6527560600000015,115,complete,,2854.5565151628334,108.0,575.0,109.0
Q3,182,2026091381,11,11,True,268.3293203886237,2951.622524274861,1.9210621830000036,126,complete,,2133.6225242748615,118.0,630.0,70.0
Q3,183,2026091382,13,13,True,262.77128026858713,3416.026643491633,2.095644386999993,118,complete,,2630.0266434916325,110.0,590.0,86.0
Q3,184,2026091383,11,11,True,248.02041203643788,2728.2245324008168,1.0774636069997996,115,complete,,1972.2245324008168,114.0,575.0,67.0
Q3,185,2026091384,10,10,True,272.760579454666,2727.60579454666,0.9914499940000496,130,complete,,1902.60579454666,122.0,650.0,53.0
Q3,186,2026091385,15,15,True,245.11649641682865,3676.7474462524297,1.319684086999814,106,complete,,2936.74744625243,99.0,530.0,111.0
Q3,187,2026091386,10,10,True,328.42412146802883,3284.241214680288,0.7785511689999112,135,complete,,2419.241214680289,128.0,675.0,62.0
Q3,188,2026091387,16,16,True,252.22626591670496,4035.6202546672794,3.0370883509999658,119,complete,,3227.6202546672785,106.0,595.0,107.0
Q3,189,2026091388,13,13,True,273.2033335086357,3551.643335612264,2.501951212999984,121,complete,,2726.6433356122648,110.0,605.0,110.0
Q3,190,2026091389,15,15,True,231.2143198818659,3468.2147982279885,2.471475966000071,121,complete,,2646.2147982279876,112.0,605.0,105.0
Q3,191,2026091390,12,12,True,257.4370194750303,3089.2442337003636,2.5303795089998857,126,complete,,2255.2442337003636,117.0,630.0,87.0
Q3,192,2026091391,14,14,True,278.16727495981377,3894.3418494373927,2.6831016329999784,121,complete,,3060.3418494373946,111.0,605.0,118.0
Q3,193,2026091392,11,11,True,304.1753354741527,3345.9286902156796,1.6074506730001303,128,complete,,2514.92869021568,121.0,640.0,70.0
Q3,194,2026091393,13,13,True,276.8635359370775,3599.2259671820075,1.2124737429999186,116,complete,,2827.2259671820075,109.0,580.0,83.0
Q3,195,2026091394,11,11,True,298.5057203403996,3283.5629237443954,1.310529772000109,126,complete,,2458.5629237443954,116.0,630.0,79.0
Q3,196,2026091395,16,16,True,247.32964472682116,3957.2743156291385,1.30309381699999,116,complete,,3168.274315629139,108.0,580.0,101.0
Q3,197,2026091396,15,15,True,244.56884010444293,3668.5326015666437,2.7226052609998987,123,complete,,2827.532601566644,115.0,615.0,111.0
Q3,198,2026091397,14,14,True,215.3357416453378,3014.7003830347294,1.3517328069999621,103,complete,,2281.700383034731,97.0,515.0,121.0
Q3,199,2026091398,10,10,True,291.0827878058079,2910.8278780580795,0.9738942489998408,141,complete,,2011.8278780580797,135.0,705.0,59.0
Q3,200,2026091399,16,16,True,193.0394789830245,3088.631663728392,3.5105382819999704,103,complete,,2356.6316637283917,92.0,515.0,125.0
