problem,case,seed,source_count,cleared_count,all_cleared,single_source_average_clear_time_s,per_case_clear_time_s,program_runtime_s,measure_count
Q4,71,2026091270,11,11,True,523.4847113496536,5758.331824846189,1.5936998859979212,241
Q4,72,2026091271,12,12,True,472.8421597821216,5674.105917385459,2.1291195722296834,233
Q4,73,2026091272,15,15,True,415.5003695587628,6232.505543381442,2.827447308693081,227
Q4,74,2026091273,10,10,True,600.0567352670012,6000.567352670011,1.7890357710421085,276
Q4,75,2026091274,10,10,True,654.4271607530279,6544.27160753028,1.8164871628396213,284
Q4,76,2026091275,12,12,True,504.0114836923892,6048.137804308671,1.9851347617805004,273
Q4,77,2026091276,16,16,True,389.1742454325575,6226.78792692092,2.8573180502280593,239
Q4,78,2026091277,12,12,True,502.3734079201169,6028.480895041403,1.8159426259808242,229
Q4,79,2026091278,15,15,True,425.8930752012993,6388.39612801949,3.0377966007217765,235
Q4,80,2026091279,10,10,True,612.2931744440909,6122.931744440909,1.494700978975743,291
Q4,81,2026091280,15,15,True,436.21816356726356,6543.272453508954,2.666699856054038,222
Q4,82,2026091281,11,11,True,553.883852707009,6092.722379777099,1.8226662129163742,267
Q4,83,2026091282,15,15,True,428.37573317414507,6425.635997612176,2.531469949055463,246
Q4,84,2026091283,16,16,True,415.3092175082709,6644.947480132334,2.612564389128238,256
Q4,85,2026091284,15,15,True,420.8531021305637,6312.7965319584555,2.730032756924629,216
Q4,86,2026091285,15,15,True,375.88817305118266,5638.32259576774,2.418808382935822,179
Q4,87,2026091286,11,11,True,530.9285186768085,5840.213705444894,1.8835291829891503,248
Q4,88,2026091287,11,11,True,570.5949647127527,6276.54461184028,1.6500691547989845,273
Q4,89,2026091288,12,12,True,531.4511841959583,6377.414210351499,1.8632996119558811,241
Q4,90,2026091289,14,14,True,435.6373303344955,6098.922624682938,3.33586334483698,214
Q4,91,2026091290,14,14,True,451.03229464236904,6314.452124993167,2.2741914559155703,247
Q4,92,2026091291,12,12,True,518.8616383763181,6226.339660515817,2.2616103910841048,246
Q4,93,2026091292,12,12,True,500.7284247497342,6008.7410969968105,2.091403521131724,267
Q4,94,2026091293,11,11,True,561.8967501476426,6180.864251624068,2.0932812714017928,276
Q4,95,2026091294,15,15,True,432.1357424024488,6482.0361360367315,2.564314397983253,218
Q4,96,2026091295,11,11,True,554.1783013464096,6095.961314810505,1.6026974711567163,284
Q4,97,2026091296,15,15,True,412.6686601303845,6190.029901955768,2.689326575025916,192
Q4,98,2026091297,13,13,True,466.53653609636757,6064.9749692527785,2.3676397623494267,229
Q4,99,2026091298,10,10,True,593.6945835237493,5936.945835237493,1.4956424040719867,283
Q4,100,2026091299,15,15,True,416.4282219094709,6246.423328642063,2.2954546501860023,239
Q4,101,2026091300,11,11,True,547.4496381809518,6021.94601999047,1.7099191532470286,280
Q4,102,2026091301,14,14,True,453.4456640976496,6348.239297367095,2.8479949571192265,235
Q4,103,2026091302,15,15,True,398.1918422129649,5972.877633194474,2.317664119414985,210
Q4,104,2026091303,11,11,True,562.5444298769654,6187.98872864662,1.8032721169292927,313
Q4,105,2026091304,13,13,True,453.327715487077,5893.260301332001,2.219940090086311,217
Q4,106,2026091305,12,12,True,539.2575405042826,6471.090486051391,2.192371665034443,288
Q4,107,2026091306,10,10,True,628.7345070834797,6287.345070834797,1.3473367867991328,296
Q4,108,2026091307,15,15,True,432.4885456577913,6487.328184866869,2.373383085709065,234
Q4,109,2026091308,13,13,True,484.7312000210708,6301.50560027392,2.6959004043601453,240
Q4,110,2026091309,13,13,True,513.5761741437889,6676.490263869255,2.6716132443398237,256
Q4,111,2026091310,11,11,True,581.5100027470227,6396.610030217249,1.9597576879896224,272
Q4,112,2026091311,14,14,True,426.9615761088461,5977.462065523845,2.11157070286572,225
Q4,113,2026091312,15,15,True,404.1833081722462,6062.749622583693,2.6933405082672834,213
Q4,114,2026091313,14,14,True,462.36908157685366,6473.167142075951,2.100675438065082,229
Q4,115,2026091314,13,13,True,474.10714704843576,6163.392911629665,2.1928044366650283,228
Q4,116,2026091315,11,11,True,575.9966303252212,6335.962933577433,1.644066204316914,300
Q4,117,2026091316,12,12,True,525.8901491446888,6310.681789736266,1.8579509882256389,279
Q4,118,2026091317,11,11,True,561.763175538631,6179.394930924941,1.8089657742530107,277
Q4,119,2026091318,10,10,True,625.4181784088621,6254.1817840886215,2.060489577706903,291
Q4,120,2026091319,14,14,True,432.7075479151943,6057.90567081272,2.1516244602389634,213
Q4,121,2026091320,15,15,True,373.36870999598653,5600.530649939798,2.411101889796555,175
Q4,122,2026091321,12,12,True,562.8386162202164,6754.063394642597,2.507407962344587,289
Q4,123,2026091322,13,13,True,496.8578926037335,6459.152603848535,2.255716851912439,271
Q4,124,2026091323,15,15,True,425.7396284169465,6386.094426254198,2.7623975267633796,226
Q4,125,2026091324,13,13,True,488.57945654545824,6351.532935090957,2.7169812149368227,249
Q4,126,2026091325,13,13,True,468.2496375064751,6087.245287584176,2.2848900821991265,243
Q4,127,2026091326,13,13,True,471.1784134613839,6125.319374997991,2.2566760699264705,220
Q4,128,2026091327,10,10,True,620.70354628126,6207.0354628126,1.5283852578140795,291
Q4,129,2026091328,14,14,True,434.7390557844206,6086.3467809818885,2.5667560254223645,201
Q4,130,2026091329,15,15,True,408.42099410327336,6126.3149115491005,2.2810886302031577,207
Q4,131,2026091330,15,15,True,400.243679349146,6003.65519023719,2.5870063938200474,189
Q4,132,2026091331,10,10,True,637.657193016997,6376.57193016997,1.6800727699883282,305
Q4,133,2026091332,11,11,True,607.7726148691862,6685.498763561049,1.7136759809218347,286
Q4,134,2026091333,10,10,True,638.9599871067014,6389.599871067014,1.534077565651387,276
Q4,135,2026091334,14,14,True,416.9515472760969,5837.321661865357,2.0671662501990795,216
Q4,136,2026091335,13,13,True,471.29847958036856,6126.880234544791,2.135187183972448,237
Q4,137,2026091336,16,16,True,389.1108367301498,6225.773387682397,2.879223675932735,199
Q4,138,2026091337,11,11,True,569.9268895309457,6269.195784840403,2.044528960250318,295
Q4,139,2026091338,14,14,True,448.8976579807519,6284.567211730527,2.191620361059904,222
Q4,140,2026091339,11,11,True,570.8830345160978,6279.713379677076,1.9140051761642098,307
Q4,141,2026091340,13,13,True,496.4013368595904,6453.217379174675,2.0200648102909327,262
Q4,142,2026091341,13,13,True,476.78107731433226,6198.15400508632,2.6733425739221275,251
Q4,143,2026091342,10,10,True,575.1772452424206,5751.772452424206,1.7811903338879347,296
Q4,144,2026091343,10,10,True,614.8625280944366,6148.625280944366,1.5564978760667145,285
Q4,145,2026091344,16,16,True,389.5517968026965,6232.828748843144,2.416060909163207,201
Q4,146,2026091345,13,13,True,466.3998041895604,6063.197454464285,2.5170941362157464,228
Q4,147,2026091346,10,10,True,618.8099611607937,6188.099611607937,1.5199763658456504,280
Q4,148,2026091347,16,16,True,390.7169853086191,6251.471764937905,2.7916612420231104,210
Q4,149,2026091348,13,13,True,444.63499414949484,5780.254923943433,1.9744214690290391,232
Q4,150,2026091349,15,15,True,420.19172294440693,6302.875844166104,2.8912721956148744,207
Q4,151,2026091350,13,13,True,474.2546543225299,6165.310506192889,2.5848070671781898,254
Q4,152,2026091351,16,16,True,359.2585635980293,5748.137017568469,2.7643407857976854,201
Q4,153,2026091352,15,15,True,434.0439786058939,6510.659679088409,2.6384120229631662,193
Q4,154,2026091353,10,10,True,631.8797596302115,6318.797596302115,1.7955108019523323,293
Q4,155,2026091354,11,11,True,546.3437347481648,6009.7810822298125,1.8296634322032332,248
Q4,156,2026091355,12,12,True,496.6349596372366,5959.619515646839,2.0702623510733247,246
Q4,157,2026091356,11,11,True,572.4547124917995,6297.001837409794,2.0528846699744463,291
Q4,158,2026091357,15,15,True,407.8974469281709,6118.461703922563,3.097902120091021,210
Q4,159,2026091358,12,12,True,534.3914530480073,6412.697436576088,2.2440905291587114,233
Q4,160,2026091359,15,15,True,403.250869288637,6048.763039329555,2.7407514969818294,192
Q4,161,2026091360,10,10,True,607.5210672324821,6075.210672324821,1.7309561390429735,269
Q4,162,2026091361,13,13,True,470.2011111373999,6112.614444786199,2.2272106613963842,247
Q4,163,2026091362,10,10,True,632.2351887493774,6322.351887493774,1.513902469072491,288
Q4,164,2026091363,16,16,True,352.81123805379383,5644.979808860701,2.258087153080851,172
Q4,165,2026091364,16,16,True,387.8151485393282,6205.0423766292515,2.8234322760254145,223
Q4,166,2026091365,12,12,True,507.33355456690447,6088.002654802854,1.778557007201016,247
Q4,167,2026091366,10,10,True,596.5588501779363,5965.588501779363,1.4513429338112473,288
Q4,168,2026091367,14,14,True,435.67133395612245,6099.398675385714,1.9844806320033967,224
Q4,169,2026091368,15,15,True,402.1750184042689,6032.625276064034,2.3105072076432407,250
Q4,170,2026091369,15,15,True,431.81543423485726,6477.231513522859,3.109026719816029,235
Q4,171,2026091370,12,12,True,513.4324515517983,6161.1894186215795,2.4664083141833544,253
Q4,172,2026091371,14,14,True,422.0110844407119,5908.155182169967,2.632013418711722,204
Q4,173,2026091372,14,14,True,447.4345521798621,6264.083730518069,2.015535191167146,205
Q4,174,2026091373,15,15,True,426.388721156827,6395.830817352405,2.2771022017113864,244
Q4,175,2026091374,16,16,True,362.97557539529186,5807.60920632467,2.3733039530925453,187
Q4,176,2026091375,12,12,True,517.3121952582729,6207.746343099276,2.188610754907131,251
Q4,177,2026091376,12,12,True,500.3324019139595,6003.988822967513,1.9984695622697473,240
Q4,178,2026091377,16,16,True,340.36020555191607,5445.763288830657,2.699656017124653,172
Q4,179,2026091378,15,15,True,410.3939352039222,6155.9090280588325,2.6430995175614953,187
Q4,180,2026091379,15,15,True,429.3259169835472,6439.888754753208,2.437990225851536,181
Q4,181,2026091380,14,14,True,427.12399533683526,5979.7359347156935,2.146432500332594,233
Q4,182,2026091381,11,11,True,558.7489571105127,6146.23852821564,2.22093238402158,248
Q4,183,2026091382,13,13,True,497.367408846446,6465.776315003798,2.2668637428432703,284
Q4,184,2026091383,11,11,True,559.8769839095459,6158.646823005005,2.022943687159568,270
Q4,185,2026091384,10,10,True,609.1201130221223,6091.201130221223,1.4355353023856878,265
Q4,186,2026091385,15,15,True,407.79504076668957,6116.925611500344,2.333561803214252,224
Q4,187,2026091386,10,10,True,619.0924011943581,6190.924011943581,1.9919486930593848,277
Q4,188,2026091387,16,16,True,394.9185546331969,6318.69687413115,2.3665051287971437,224
Q4,189,2026091388,13,13,True,466.5538906679236,6065.200578683007,2.335975839756429,241
Q4,190,2026091389,15,15,True,395.75922748824087,5936.388412323613,2.801816296298057,214
Q4,191,2026091390,12,12,True,532.7216570824961,6392.659884989953,2.204780065920204,304
Q4,192,2026091391,14,14,True,414.41427051338815,5801.799787187434,1.7111310446634889,206
Q4,193,2026091392,11,11,True,580.6231630179655,6386.85479319762,2.2168478309176862,275
Q4,194,2026091393,13,13,True,484.1773185212145,6294.3051407757885,2.4172118101269007,261
Q4,195,2026091394,11,11,True,579.8327699152863,6378.16046906815,1.8836259692907333,289
Q4,196,2026091395,16,16,True,375.80623995252256,6012.899839240361,2.633321694098413,189
Q4,197,2026091396,15,15,True,443.3868817784981,6650.803226677472,2.4193758461624384,256
Q4,198,2026091397,14,14,True,434.79169938284804,6087.0837913598725,2.375155296176672,212
Q4,199,2026091398,10,10,True,585.2783788918698,5852.7837889186985,1.527323978021741,282
Q4,200,2026091399,16,16,True,348.9458959036458,5583.134334458333,2.6303208502940834,204
Q4,201,2026091400,14,14,True,453.74186908577866,6352.386167200902,2.4220522069372237,258
Q4,202,2026091401,10,10,True,606.1719441125598,6061.719441125598,2.219154642894864,274
Q4,203,2026091402,14,14,True,440.1702615267835,6162.383661374969,2.507255599834025,250
Q4,204,2026091403,13,13,True,495.30328946058756,6438.942762987638,2.146915238816291,249
Q4,205,2026091404,14,14,True,462.67625690190965,6477.467596626735,2.4244808247312903,248
Q4,206,2026091405,10,10,True,639.2460285091353,6392.4602850913525,1.7155205053277314,275
Q4,207,2026091406,13,13,True,500.636340321806,6508.2724241834785,2.783495031297207,234
Q4,208,2026091407,15,15,True,422.9967037209626,6344.950555814439,2.9910918311215937,233
Q4,209,2026091408,14,14,True,427.7584344439193,5988.618082214871,2.37234896607697,205
Q4,210,2026091409,12,12,True,506.7355860294897,6080.827032353876,2.1886997278779745,244
Q4,211,2026091410,13,13,True,473.72063629113745,6158.368271784787,2.1312881410121918,234
Q4,212,2026091411,13,13,True,456.53214275163924,5934.91785577131,1.9845179268158972,244
Q4,213,2026091412,16,16,True,356.15256293136736,5698.441006901878,2.1856115548871458,211
Q4,214,2026091413,11,11,True,563.9211861159818,6203.133047275799,1.9313256400637329,274
Q4,215,2026091414,15,15,True,434.83496011121764,6522.5244016682645,2.4028453091159463,274
Q4,216,2026091415,12,12,True,521.9810937595742,6263.77312511489,2.2255725800059736,266
Q4,217,2026091416,10,10,True,615.4440980481966,6154.440980481966,1.6564037939533591,296
Q4,218,2026091417,14,14,True,403.82536586621234,5653.5551221269725,2.000406220089644,215
Q4,219,2026091418,11,11,True,554.2190816322686,6096.409897954954,1.9116999139077961,283
Q4,220,2026091419,16,16,True,370.5277049314813,5928.443278903701,2.063798564951867,230
Q4,221,2026091420,13,13,True,471.64988207747473,6131.4484670071715,2.206904279999435,241
Q4,222,2026091421,10,10,True,612.7459253971313,6127.459253971313,1.7589781624265015,263
Q4,223,2026091422,12,12,True,544.5301540046199,6534.36184805544,2.181588656269014,277
Q4,224,2026091423,14,14,True,452.4345559919755,6334.083783887657,2.449144324287772,244
Q4,225,2026091424,13,13,True,460.4053128898146,5985.269067567589,2.2688911939039826,262
Q4,226,2026091425,13,13,True,474.09381958513956,6163.219654606814,2.1066489149816334,255
Q4,227,2026091426,10,10,True,624.9627780779908,6249.627780779908,1.6647070399485528,299
Q4,228,2026091427,14,14,True,477.82884094775187,6689.603773268526,2.278235692065209,243
Q4,229,2026091428,11,11,True,590.4653466530154,6495.11881318317,2.2424066648818552,279
Q4,230,2026091429,13,13,True,490.94139349312,6382.238115410561,2.660185411106795,241
Q4,231,2026091430,11,11,True,555.0586383682637,6105.6450220509005,2.5564076588489115,275
Q4,232,2026091431,11,11,True,576.6432697326729,6343.0759670594025,1.624543237965554,265
Q4,233,2026091432,13,13,True,486.85031958962605,6329.054154665138,2.451228948775679,289
Q4,234,2026091433,12,12,True,494.51685620541895,5934.202274465028,1.9946914240717888,254
Q4,235,2026091434,15,15,True,424.9862935138408,6374.794402707612,2.1938550951890647,211
Q4,236,2026091435,12,12,True,501.46450397159794,6017.574047659175,2.138439301867038,235
Q4,237,2026091436,10,10,True,610.6326269648085,6106.326269648085,1.6791575620882213,283
Q4,238,2026091437,15,15,True,412.4900694942679,6187.351042414019,2.4350956808775663,240
Q4,239,2026091438,16,16,True,367.7989554511142,5884.783287217827,3.3771322681568563,199
Q4,240,2026091439,14,14,True,431.13685049866865,6035.915906981361,2.146613785997033,213
Q4,241,2026091440,10,10,True,617.6475551747492,6176.475551747492,1.936813173815608,275
Q4,242,2026091441,11,11,True,543.7261946602316,5980.988141262547,1.6472790413536131,262
Q4,243,2026091442,12,12,True,526.6581683330184,6319.89801999622,2.10155730182305,261
Q4,244,2026091443,14,14,True,415.2172029856065,5813.040841798491,1.985446420032531,195
Q4,245,2026091444,11,11,True,532.4014277304218,5856.415705034639,1.8225003411062062,269
Q4,246,2026091445,15,15,True,421.3197797896017,6319.796696844025,2.9795628590509295,228
Q4,247,2026091446,15,15,True,442.47440254341535,6637.11603815123,2.391014985740185,237
Q4,248,2026091447,15,15,True,433.69000918429305,6505.350137764396,2.585514868143946,214
Q4,249,2026091448,14,14,True,452.08967850310563,6329.255499043479,2.516451024916023,225
Q4,250,2026091449,16,16,True,397.2871028284508,6356.593645255213,3.1689444929361343,201
Q4,251,2026091450,12,12,True,519.3177828333936,6231.813394000723,1.7318463861010969,281
Q4,252,2026091451,13,13,True,507.6054340662598,6598.870642861378,2.2644598772749305,248
Q4,253,2026091452,12,12,True,556.553259828849,6678.639117946189,1.9251434006728232,257
Q4,254,2026091453,16,16,True,426.41955015853677,6822.712802536588,3.082386343739927,237
Q4,255,2026091454,11,11,True,579.9994495687152,6379.993945255868,1.7632839111611247,284
Q4,256,2026091455,15,15,True,411.99451943289006,6179.917791493351,2.791390056721866,212
Q4,257,2026091456,16,16,True,368.5368596615339,5896.589754584543,2.5982698048464954,166
Q4,258,2026091457,15,15,True,407.54075314381873,6113.111297157281,2.126136834733188,242
Q4,259,2026091458,11,11,True,549.517560625056,6044.693166875617,1.6060690507292747,244
Q4,260,2026091459,13,13,True,485.3622171062811,6309.7088223816545,1.852518118917942,250
Q4,261,2026091460,14,14,True,430.59318831427885,6028.304636399904,1.9650637614540756,230
Q4,262,2026091461,10,10,True,604.6091718281061,6046.091718281061,1.9502568189054728,280
Q4,263,2026091462,14,14,True,454.65360305161084,6365.150442722552,2.4717869758605957,231
Q4,264,2026091463,13,13,True,493.8223836228427,6419.690987096956,2.297295375727117,249
Q4,265,2026091464,10,10,True,598.1868945340259,5981.8689453402585,1.5168337794020772,286
Q4,266,2026091465,10,10,True,600.6942704899053,6006.942704899053,1.5662422333844006,269
Q4,267,2026091466,11,11,True,546.5138714062114,6011.652585468325,2.3387426738627255,248
Q4,268,2026091467,15,15,True,386.46666032993795,5796.999904949069,2.43219488626346,198
Q4,269,2026091468,10,10,True,597.632940929471,5976.329409294711,1.4428115007467568,304
Q4,270,2026091469,10,10,True,654.3714681143387,6543.714681143387,1.829302764032036,314
Q4,271,2026091470,11,11,True,562.0121901527863,6182.134091680649,1.7260402590036392,273
Q4,272,2026091471,16,16,True,371.80981570640705,5948.957051302513,2.5728979310952127,180
Q4,273,2026091472,13,13,True,492.16040576662243,6398.085274966092,2.2396679362282157,256
Q4,274,2026091473,16,16,True,338.8333145818368,5421.333033309389,2.3194304313510656,156
Q4,275,2026091474,14,14,True,438.5359368684504,6139.503116158306,2.0072332550771534,217
Q4,276,2026091475,13,13,True,522.7281877157559,6795.466440304827,2.3242981359362602,259
Q4,277,2026091476,14,14,True,466.4115114518185,6529.761160325459,2.8764819162897766,235
Q4,278,2026091477,10,10,True,597.9769468248842,5979.769468248842,1.6012839549221098,274
Q4,279,2026091478,14,14,True,436.53991052873937,6111.558747402351,2.231870041228831,223
Q4,280,2026091479,10,10,True,603.1606121698215,6031.606121698215,2.033795432187617,256
Q4,281,2026091480,15,15,True,446.9027360902283,6703.541041353425,2.7884793197736144,246
Q4,282,2026091481,12,12,True,509.8618716180058,6118.34245941607,1.8351350571028888,249
Q4,283,2026091482,13,13,True,498.956554625914,6486.435210136882,2.073590265121311,245
Q4,284,2026091483,10,10,True,639.8556921345894,6398.556921345894,1.8005110789090395,325
Q4,285,2026091484,12,12,True,502.8407092714242,6034.08851125709,1.8975510839372873,255
Q4,286,2026091485,16,16,True,373.8882912685849,5982.2126602973585,2.677355677820742,220
Q4,287,2026091486,12,12,True,503.8150591494736,6045.780709793683,1.7407718189060688,234
Q4,288,2026091487,11,11,True,579.0565897575162,6369.622487332679,1.5721801701001823,267
Q4,289,2026091488,12,12,True,525.6940671649509,6308.32880597941,2.221025754697621,238
Q4,290,2026091489,16,16,True,399.11312734807206,6385.810037569153,3.1194367837160826,209
Q4,291,2026091490,15,15,True,444.302488830278,6664.53733245417,2.7360461549833417,229
Q4,292,2026091491,15,15,True,430.2587796051663,6453.881694077494,2.252746701706201,217
Q4,293,2026091492,13,13,True,470.81501032434693,6120.59513421651,2.8398889172822237,235
Q4,294,2026091493,15,15,True,385.4335581346223,5781.503372019334,2.4166188281960785,199
Q4,295,2026091494,11,11,True,594.8011011907356,6542.812113098092,1.840925828088075,297
Q4,296,2026091495,15,15,True,458.1620828239376,6872.4312423590645,3.5076862019486725,234
Q4,297,2026091496,10,10,True,653.9411683624088,6539.411683624088,1.767845842987299,300
Q4,298,2026091497,15,15,True,443.44011642257084,6651.601746338562,2.9448204757645726,234
Q4,299,2026091498,15,15,True,440.50331421576504,6607.549713236475,2.3349731657654047,212
Q4,300,2026091499,13,13,True,469.7950098505053,6107.335128056569,2.487431994639337,232
