case,seed,channel,reception_radius_m,center_error_m,mean_error_m,clear_distance_m,clear_attempts,clear_success,station_count,certified
12,2026091311,12,1429.7698731996575,10.62021493130096,7.253468706510069,16.35105252541148,2,True,3,True
12,2026091311,13,1248.759404799638,12.0267196437548,11.142721358763295,17.03104947617022,1,True,3,True
12,2026091311,14,1282.124957739571,5.654946613268495,5.336301114125713,11.068343303836308,1,True,2,True
12,2026091311,15,1409.9413824251224,5.101068698364858,3.3671422040948746,13.274877105105663,2,True,3,True
12,2026091311,18,1360.6415778290261,13.014645901722211,13.093856355020622,14.040464926766724,1,True,2,True
12,2026091311,19,1069.531300325293,1.315015388270227,1.5389831242896932,1.315015388270227,1,True,3,True
13,2026091312,1,1226.9535955811186,9.70933520127917,9.866326020800395,10.77340321855565,1,True,2,True
13,2026091312,2,1169.2984238975469,3.486706325443042,3.0968638337610823,5.315946358266281,1,True,3,True
13,2026091312,3,1056.7626308920467,7.245251501151685,8.510603693818624,1.2456146979652922,1,True,3,True
13,2026091312,4,1088.84444920573,10.553244144205674,5.806630392561297,15.781139480268726,3,True,3,False
13,2026091312,5,1456.658070303506,3.621814189875109,3.968874470979539,10.72773736421211,1,True,2,True
13,2026091312,8,1249.4254953039617,4.5407245317064735,4.75241600029993,5.757504554437357,1,True,3,True
13,2026091312,9,1249.1722836629413,9.252913703034771,3.053282524162502,18.038986108279683,3,True,3,True
13,2026091312,10,1016.4949705471856,0.282973060514334,0.23955188234590633,17.574015854147472,1,True,3,True
13,2026091312,11,1255.8304990290565,10.474133759162974,10.896123008233458,6.554741392424421,1,True,2,True
13,2026091312,13,1361.5411691334562,4.760252908738867,5.464322804256185,19.422499884833172,1,True,3,True
13,2026091312,14,1430.6069832216087,11.103839518804069,10.114054974288644,11.476226325415908,1,True,3,True
13,2026091312,15,1078.4027262986533,3.383970162561294,2.5423091645049967,19.54906528884639,1,True,4,True
13,2026091312,17,1407.1739937106972,2.924209517507421,2.8687016831523815,6.245036639514707,1,True,3,True
13,2026091312,18,1088.811030891083,13.121960481902308,1.1468744372608015,19.47130954881167,4,True,2,False
13,2026091312,20,1027.708090080512,1.6697023471012276,1.1107951420114235,14.830870108243403,3,True,3,True
14,2026091313,1,1252.9543759553396,2.398582706703717,2.8626021524507403,13.973359624144837,1,True,3,True
14,2026091313,2,1441.950137347444,2.475656066908095,0.8135611994162782,13.715409704356425,2,True,3,True
14,2026091313,4,1150.159553006025,6.964148779917859,7.524835033576037,17.404888538488187,1,True,2,False
14,2026091313,5,1101.3914495357726,7.911974816303497,8.027012424979636,14.848557325732996,1,True,2,True
14,2026091313,7,1391.0735341058783,0.927794959162318,3.0773259782632665,18.496867149766427,1,True,2,False
14,2026091313,8,1444.5556062090436,0.7786185588588763,0.8867818449057461,18.22373317741432,2,True,3,True
14,2026091313,11,1099.1084610589457,1.6596556984881004,0.9138965793084866,18.85451003653603,2,True,4,True
14,2026091313,13,1331.8898219478788,0.6168594445023483,1.0376297357314206,12.768977875045632,1,True,3,True
14,2026091313,14,1148.852545977962,3.727706068157226,9.332442218098285,17.4569352999543,6,True,3,True
14,2026091313,15,1253.2009435106631,1.6348704400856042,1.5996515254273462,19.322361069180005,6,True,3,True
14,2026091313,17,1185.9434936691089,0.6973459302316926,2.951335585774338,13.148033727874676,2,True,3,True
14,2026091313,18,1063.0449557644972,1.9374453660267008,5.006166672745607,18.202281300941642,2,True,2,False
14,2026091313,19,1477.6911970823176,3.480523702109585,4.571234657346706,3.643153026562458,1,True,3,True
14,2026091313,20,1249.0157797504587,4.844986047631261,4.178259101984525,18.420211162409714,1,True,3,True
15,2026091314,1,1144.01562758487,7.10310250608563,7.719572427834384,18.828719945018353,2,True,2,True
15,2026091314,3,1483.1556910164759,4.937989369047197,5.102931148854646,9.692163163757348,1,True,3,True
15,2026091314,4,1264.766273073333,1.999680575647131,2.125173936802291,6.332396671902534,1,True,3,True
15,2026091314,5,1053.3684600887475,2.193537899227026,8.574772787557,17.11005289448997,2,True,2,False
15,2026091314,7,1058.462660772841,18.165805018851174,6.741152815689707,16.035749639532472,3,True,2,False
15,2026091314,8,1472.9809631053215,10.35919354196591,10.255472725689488,10.619757070046143,1,True,2,True
15,2026091314,10,1365.3212930003594,2.4373558855362116,2.2866651578770854,18.19490554499651,1,True,3,True
15,2026091314,12,1438.6860953560772,12.965609692640756,13.254449652933037,10.960309484827109,1,True,2,True
15,2026091314,15,1101.3983884370011,7.9841812197872235,0.8256400801372197,15.991896772009149,5,True,3,True
15,2026091314,16,1047.9271059428163,10.946280727403494,10.363662154088754,3.522193165507442,1,True,2,True
15,2026091314,17,1418.593379415397,7.1845147018398965,4.145049623716124,14.643683837105833,1,True,3,True
15,2026091314,18,1414.4580077818546,9.392639946387204,9.436184784095783,12.323683371491901,1,True,2,True
15,2026091314,19,1246.4380090386976,0.8531342161389072,0.5437236658007882,16.56330296424512,2,True,3,True
16,2026091315,1,1080.821631419015,1.4192719634002413,1.3372733374261419,16.532201795779052,1,True,3,True
16,2026091315,2,1173.8256475498365,1.0926511148300329,2.367409636251723,8.271421351656038,2,True,3,True
16,2026091315,3,1060.4630614256562,2.012323974236378,2.1257224508520403,14.6638149201548,1,True,3,True
16,2026091315,4,1309.790033872223,16.66980206444916,7.119383216461382,17.92832228438243,3,True,2,False
16,2026091315,6,1143.9663115914234,0.8114535500281327,0.6502958360807747,3.040477123850233,1,True,3,True
16,2026091315,8,1146.3640383584989,1.338995100899105,1.2810245875602921,13.656643500107345,1,True,3,True
16,2026091315,9,1406.4977802567919,4.074356313513247,4.047108813798368,3.1060315533757943,1,True,2,True
16,2026091315,12,1027.9893323988024,0.7014000239022044,0.7509042618760678,15.946007469946,1,True,3,True
16,2026091315,13,1128.3383318972083,1.1299678230407153,1.1818901104014004,18.932307964587064,1,True,3,True
16,2026091315,15,1325.9269641632318,7.9261597462614315,7.766213862333202,11.737392508154525,1,True,2,True
16,2026091315,16,1237.9412360606157,15.318518915227026,15.448783399049113,12.58056716155872,1,True,2,True
17,2026091316,1,1038.0224330012065,10.210988916900035,11.373103411544761,4.573381221612154,1,True,3,True
17,2026091316,2,1389.5246595275114,2.467279886675175,2.4252095385013486,13.31859333755732,1,True,3,True
17,2026091316,4,1128.9895627775823,1.5612137316280466,1.3746492677337747,15.14424898366849,1,True,3,True
17,2026091316,5,1293.4494012399448,3.096373197541558,0.6368401671541345,4.62132807084654,1,True,3,True
17,2026091316,6,1172.7627898433025,3.3291906682877612,2.7021434916743092,10.222953611793908,1,True,3,True
17,2026091316,7,1438.352632948699,2.1164619322715694,2.306601965398776,3.1106271647769663,1,True,2,True
17,2026091316,9,1284.76162883627,3.1493658328829515,2.5794226966038276,4.811477065806131,1,True,2,True
17,2026091316,10,1365.0109686873677,0.5436908028015682,0.9891878323035781,15.277575171167053,1,True,3,True
17,2026091316,11,1270.078878604164,3.6794308608891355,5.043028023176743,5.493359960231581,1,True,3,True
17,2026091316,13,1296.2249981276968,7.773417059331283,8.47813001880828,9.41385619102812,1,True,3,True
17,2026091316,15,1394.4289831521053,7.005976358742894,7.083594966010314,3.701119758488234,1,True,2,True
17,2026091316,20,1133.2190337181844,9.702743753554635,2.624802376543762,18.518181484820023,3,True,2,False
18,2026091317,2,1002.0476125582725,11.632037266043953,12.026113915779975,12.942939166476291,1,True,2,True
18,2026091317,3,1189.7996379289168,13.168964906118834,13.187702817510207,15.505439047875456,1,True,2,True
18,2026091317,4,1445.043974793276,3.643326135117184,3.873544388548692,16.151117243311017,1,True,2,False
18,2026091317,6,1415.919109200806,6.057566703752713,5.932154365863597,10.346924729017267,1,True,2,True
18,2026091317,8,1464.8176071818548,5.343747087420218,8.537736480763392,10.078820286314546,1,True,3,True
18,2026091317,15,1119.3381998007897,13.219930512247183,14.457955095416649,11.505331619049828,1,True,2,True
18,2026091317,16,1305.1740316299492,6.0810497428087595,9.009696009551114,15.706073426928992,1,True,2,False
18,2026091317,17,1310.0279915228014,6.891619220094358,2.5789313628529693,15.262884641348958,2,True,3,True
18,2026091317,18,1478.7072363043612,18.209392061876716,21.83985666809015,3.1881185270361883,1,True,2,False
18,2026091317,19,1407.6693201514345,11.05807643526427,11.296730817769456,18.300905949238857,1,True,3,True
18,2026091317,20,1023.1813321611077,2.4443303785924084,2.810506568168872,17.90438290103895,1,True,3,True
19,2026091318,1,1473.7643458247492,5.210595940496606,4.648508083737354,7.105885944451839,2,True,3,True
19,2026091318,2,1454.7148480181004,12.986924936447624,10.459539558713177,17.522163432460992,2,True,3,True
19,2026091318,4,1055.7713984232337,12.233947717096576,11.950631924355525,15.73638522020276,1,True,2,True
19,2026091318,6,1327.230264675285,17.419243003407704,13.10876916464131,17.637937696299236,4,True,2,False
19,2026091318,7,1333.6956889189553,0.9995868756548312,1.2760657373702045,16.280714202953817,2,True,4,True
19,2026091318,8,1267.5182518537151,0.45101392110761646,2.826816233385426,7.795691378735494,1,True,3,True
19,2026091318,9,1393.843586275164,11.381373984099438,7.300425334073237,16.288117199179386,2,True,3,True
19,2026091318,12,1328.4998836317864,1.308365219161294,0.19023708208835313,16.663045388981374,6,True,3,True
19,2026091318,13,1483.3266924208685,7.567365399536734,6.840144673136996,16.773864143931053,1,True,4,True
19,2026091318,20,1297.8403567263144,14.016295020400717,9.385440952782677,18.04487209133719,2,True,3,True
20,2026091319,1,1040.877512122814,4.8882237110491245,3.00534749589192,0.837865954428322,1,True,3,True
20,2026091319,2,1039.6457384956536,2.138551016300164,2.590086910383664,16.124144118063935,1,True,3,True
20,2026091319,3,1366.9559585041793,2.9984962449241084,2.4939085301638753,18.59821873315714,1,True,3,True
20,2026091319,4,1091.7478935984484,2.139337627622676,1.0442497136384603,17.800697564854204,2,True,3,True
20,2026091319,6,1069.0506288368651,2.108736448100981,2.203173967858774,19.626875210034683,2,True,4,True
20,2026091319,8,1358.064598049294,14.85435039526156,5.284255604418823,16.106475679168803,1,True,2,False
20,2026091319,9,1302.4814826203383,3.495766696155676,4.487960483777955,3.8717375036216644,1,True,3,True
20,2026091319,10,1058.936586347442,15.746705073911563,15.531742182375238,17.310398406663875,1,True,2,True
20,2026091319,11,1339.2601392022318,12.434093843465352,13.138619803064392,11.81527475152529,1,True,2,True
20,2026091319,12,1214.7900445142539,7.9697423847656985,7.030590180350366,3.3623925923283915,1,True,3,True
20,2026091319,13,1177.8788164002945,15.668217336995221,5.32949789480299,16.54322631979325,3,True,2,False
20,2026091319,15,1316.8693313251524,1.1128762567269197,1.7515400538498935,12.404337523310682,2,True,3,True
20,2026091319,16,1336.6909468047347,9.792405061989337,2.785353605787162,19.16939630338082,3,True,2,False
20,2026091319,19,1448.8364944836158,5.135248342599113,3.8329429397946675,17.648516571234595,2,True,3,True
