epsilon_w,p_w,point_x,point_y,j_star,j_under_reference_weight,distance_from_s1,bearing_from_s1_deg,bearing_difference_deg,reception_h,reception_h_tolerance,strict_feasible,feasible_with_tolerance,optimization_source,use_global_search,selected_iterations,selected_function_evaluations,local_run_count,local_success_count,local_feasible_count,global_used,global_iterations,global_function_evaluations,global_feasible_with_tolerance,tau,threshold,candidate_area,accepted_cell_count,grid_size,x_step,y_step,distance_from_s1_min,distance_from_s1_max,component_count
0.2,2.0,462.8436658466583,886.4399205938341,1637.6564582376438,1637.6564582376438,999.999995918388,62.42924303875285,30.429243038752844,-0.00816322339233011,0.0010004669113878326,True,True,local,False,40,159,76,2,48,False,,,,0.05,1719.539281149526,0.0,0,11,181.90307479778778,181.90307479778778,,,0
