epsilon_w,p_w,point_x,point_y,j_star,j_under_reference_weight,distance_from_s1,bearing_from_s1_deg,bearing_difference_deg,reception_h,reception_h_tolerance,strict_feasible,feasible_with_tolerance,optimization_source,use_global_search,selected_iterations,selected_function_evaluations,local_run_count,local_success_count,local_feasible_count,global_used,global_iterations,global_function_evaluations,global_feasible_with_tolerance,tau,threshold,candidate_area,accepted_cell_count,grid_size,x_step,y_step,distance_from_s1_min,distance_from_s1_max,component_count
0.2,1.0,999.3161801539293,36.97528833844554,1587.0573762425636,1610.990283884381,999.9999999325757,2.1190109974484117,-29.880989002551587,-0.00013484375085681677,0.001,True,True,local,False,90,370,76,39,55,False,,,,0.01,1602.9279500049893,1074.979844127923,1,61,32.78688524590163,32.78688524590166,999.8623275871082,999.8623275871082,1
0.2,1.0,999.3161801539293,36.97528833844554,1587.0573762425636,1610.990283884381,999.9999999325757,2.1190109974484117,-29.880989002551587,-0.00013484375085681677,0.001,True,True,local,False,90,370,76,39,55,False,,,,0.03,1634.6690975298404,15049.71781779092,14,61,32.78688524590163,32.78688524590166,970.7742354904191,999.8623275871082,4
0.2,1.0,999.3161801539293,36.97528833844554,1587.0573762425636,1610.990283884381,999.9999999325757,2.1190109974484117,-29.880989002551587,-0.00013484375085681677,0.001,True,True,local,False,90,370,76,39,55,False,,,,0.05,1666.4102450546918,26874.49610319807,25,61,32.78688524590163,32.78688524590166,946.3913521494578,999.8623275871082,3
0.2,1.0,999.3161801539293,36.97528833844554,1587.0573762425636,1610.990283884381,999.9999999325757,2.1190109974484117,-29.880989002551587,-0.00013484375085681677,0.001,True,True,local,False,90,370,76,39,55,False,,,,0.1,1745.76311386682,70948.6697124429,66,61,32.78688524590163,32.78688524590166,912.0933518047672,999.8623275871082,2
0.2,1.0,999.3161801539293,36.97528833844554,1587.0573762425636,1610.990283884381,999.9999999325757,2.1190109974484117,-29.880989002551587,-0.00013484375085681677,0.001,True,True,local,False,90,370,76,39,55,False,,,,0.2,1904.4688514910763,171996.77506046765,160,61,32.78688524590163,32.78688524590166,838.8008028366213,999.8623275871082,2
0.2,2.0,999.4569327707653,32.95207776292434,1610.954743391885,1610.954743391885,999.9999999462199,1.8883568293514208,-30.11164317064859,-0.00010755541734397411,0.001,True,True,local,False,50,201,76,34,51,False,,,,0.01,1627.0642908258037,1074.979844127923,1,61,32.78688524590163,32.78688524590166,999.8623275871082,999.8623275871082,1
0.2,2.0,999.4569327707653,32.95207776292434,1610.954743391885,1610.954743391885,999.9999999462199,1.8883568293514208,-30.11164317064859,-0.00010755541734397411,0.001,True,True,local,False,50,201,76,34,51,False,,,,0.03,1659.2833856936415,13974.737973662997,13,61,32.78688524590163,32.78688524590166,970.7742354904191,999.8623275871082,4
0.2,2.0,999.4569327707653,32.95207776292434,1610.954743391885,1610.954743391885,999.9999999462199,1.8883568293514208,-30.11164317064859,-0.00010755541734397411,0.001,True,True,local,False,50,201,76,34,51,False,,,,0.05,1691.5024805614792,25799.51625907015,24,61,32.78688524590163,32.78688524590166,955.8606167108918,999.8623275871082,3
0.2,2.0,999.4569327707653,32.95207776292434,1610.954743391885,1610.954743391885,999.9999999462199,1.8883568293514208,-30.11164317064859,-0.00010755541734397411,0.001,True,True,local,False,50,201,76,34,51,False,,,,0.1,1772.0502177310736,69873.68986831499,65,61,32.78688524590163,32.78688524590166,912.0933518047672,999.8623275871082,2
0.2,2.0,999.4569327707653,32.95207776292434,1610.954743391885,1610.954743391885,999.9999999462199,1.8883568293514208,-30.11164317064859,-0.00010755541734397411,0.001,True,True,local,False,50,201,76,34,51,False,,,,0.2,1933.1456920702617,169846.81537221183,158,61,32.78688524590163,32.78688524590166,838.8008028366213,999.8623275871082,2
0.2,3.0,999.6132039912617,27.810832467689977,1610.472187573583,1611.0121094719177,999.9999999981109,1.5936488027770046,-30.40635119722299,-3.773719072341919e-06,0.001,True,True,local,False,54,222,76,43,54,False,,,,0.01,1626.5769094493187,1074.979844127923,1,61,32.78688524590163,32.78688524590166,999.8623275871082,999.8623275871082,1
0.2,3.0,999.6132039912617,27.810832467689977,1610.472187573583,1611.0121094719177,999.9999999981109,1.5936488027770046,-30.40635119722299,-3.773719072341919e-06,0.001,True,True,local,False,54,222,76,43,54,False,,,,0.03,1658.7863532007905,15049.71781779092,14,61,32.78688524590163,32.78688524590166,970.7742354904191,999.8623275871082,4
0.2,3.0,999.6132039912617,27.810832467689977,1610.472187573583,1611.0121094719177,999.9999999981109,1.5936488027770046,-30.40635119722299,-3.773719072341919e-06,0.001,True,True,local,False,54,222,76,43,54,False,,,,0.05,1690.995796952262,26874.49610319807,25,61,32.78688524590163,32.78688524590166,946.3913521494578,999.8623275871082,3
0.2,3.0,999.6132039912617,27.810832467689977,1610.472187573583,1611.0121094719177,999.9999999981109,1.5936488027770046,-30.40635119722299,-3.773719072341919e-06,0.001,True,True,local,False,54,222,76,43,54,False,,,,0.1,1771.5194063309414,73098.62940069876,68,61,32.78688524590163,32.78688524590166,912.0933518047672,999.8623275871082,2
0.2,3.0,999.6132039912617,27.810832467689977,1610.472187573583,1611.0121094719177,999.9999999981109,1.5936488027770046,-30.40635119722299,-3.773719072341919e-06,0.001,True,True,local,False,54,222,76,43,54,False,,,,0.2,1932.5666250882994,175221.71459285144,163,61,32.78688524590163,32.78688524590166,833.102147836819,999.8623275871082,2
0.3,1.0,999.4395701939592,33.47454999770119,1569.1083074501134,1610.9553307070937,999.9999999835172,1.9183088085243087,-30.0816911914757,-3.296090289950371e-05,0.001,True,True,local,False,74,308,76,35,57,False,,,,0.01,1584.7993905246146,1074.979844127923,1,61,32.78688524590163,32.78688524590166,999.8623275871082,999.8623275871082,1
0.3,1.0,999.4395701939592,33.47454999770119,1569.1083074501134,1610.9553307070937,999.9999999835172,1.9183088085243087,-30.0816911914757,-3.296090289950371e-05,0.001,True,True,local,False,74,308,76,35,57,False,,,,0.03,1616.1815566736168,16124.697661918843,15,61,32.78688524590163,32.78688524590166,970.7742354904191,999.8623275871082,4
0.3,1.0,999.4395701939592,33.47454999770119,1569.1083074501134,1610.9553307070937,999.9999999835172,1.9183088085243087,-30.0816911914757,-3.296090289950371e-05,0.001,True,True,local,False,74,308,76,35,57,False,,,,0.05,1647.5637228226192,29024.45579145392,27,61,32.78688524590163,32.78688524590166,946.3913521494578,999.8623275871082,3
0.3,1.0,999.4395701939592,33.47454999770119,1569.1083074501134,1610.9553307070937,999.9999999835172,1.9183088085243087,-30.0816911914757,-3.296090289950371e-05,0.001,True,True,local,False,74,308,76,35,57,False,,,,0.1,1726.019138195125,73098.62940069876,68,61,32.78688524590163,32.78688524590166,912.0933518047672,999.8623275871082,2
0.3,1.0,999.4395701939592,33.47454999770119,1569.1083074501134,1610.9553307070937,999.9999999835172,1.9183088085243087,-30.0816911914757,-3.296090289950371e-05,0.001,True,True,local,False,74,308,76,35,57,False,,,,0.2,1882.929968940136,179521.63396936312,167,61,32.78688524590163,32.78688524590166,833.102147836819,999.8623275871082,2
0.3,2.0,999.5595424810213,29.676943821172667,1580.7586749235165,1610.9781174788336,999.9999999797168,1.700613319796637,-30.299386680203355,-4.056177567690611e-05,0.001,True,True,local,False,103,413,76,38,51,False,,,,0.01,1596.5662616727518,1074.979844127923,1,61,32.78688524590163,32.78688524590166,999.8623275871082,999.8623275871082,1
0.3,2.0,999.5595424810213,29.676943821172667,1580.7586749235165,1610.9781174788336,999.9999999797168,1.700613319796637,-30.299386680203355,-4.056177567690611e-05,0.001,True,True,local,False,103,413,76,38,51,False,,,,0.03,1628.1814351712221,15049.71781779092,14,61,32.78688524590163,32.78688524590166,970.7742354904191,999.8623275871082,4
0.3,2.0,999.5595424810213,29.676943821172667,1580.7586749235165,1610.9781174788336,999.9999999797168,1.700613319796637,-30.299386680203355,-4.056177567690611e-05,0.001,True,True,local,False,103,413,76,38,51,False,,,,0.05,1659.7966086696924,29024.45579145392,27,61,32.78688524590163,32.78688524590166,946.3913521494578,999.8623275871082,3
0.3,2.0,999.5595424810213,29.676943821172667,1580.7586749235165,1610.9781174788336,999.9999999797168,1.700613319796637,-30.299386680203355,-4.056177567690611e-05,0.001,True,True,local,False,103,413,76,38,51,False,,,,0.1,1738.8345424158683,73098.62940069876,68,61,32.78688524590163,32.78688524590166,912.0933518047672,999.8623275871082,2
0.3,2.0,999.5595424810213,29.676943821172667,1580.7586749235165,1610.9781174788336,999.9999999797168,1.700613319796637,-30.299386680203355,-4.056177567690611e-05,0.001,True,True,local,False,103,413,76,38,51,False,,,,0.2,1896.9104099082197,177371.6742811073,165,61,32.78688524590163,32.78688524590166,833.102147836819,999.8623275871082,2
0.3,3.0,999.6673842274523,25.78993816098984,1576.6051414811727,1611.0656477432651,999.9999999992522,1.4778184627389241,-30.522181537261076,-1.4909310266375542e-06,0.001,True,True,local,False,101,404,76,34,51,False,,,,0.01,1592.3711928959844,1074.979844127923,1,61,32.78688524590163,32.78688524590166,999.8623275871082,999.8623275871082,1
0.3,3.0,999.6673842274523,25.78993816098984,1576.6051414811727,1611.0656477432651,999.9999999992522,1.4778184627389241,-30.522181537261076,-1.4909310266375542e-06,0.001,True,True,local,False,101,404,76,34,51,False,,,,0.03,1623.903295725608,15049.71781779092,14,61,32.78688524590163,32.78688524590166,970.7742354904191,999.8623275871082,4
0.3,3.0,999.6673842274523,25.78993816098984,1576.6051414811727,1611.0656477432651,999.9999999992522,1.4778184627389241,-30.522181537261076,-1.4909310266375542e-06,0.001,True,True,local,False,101,404,76,34,51,False,,,,0.05,1655.4353985552314,31174.415479709765,29,61,32.78688524590163,32.78688524590166,946.3913521494578,999.8623275871082,3
0.3,3.0,999.6673842274523,25.78993816098984,1576.6051414811727,1611.0656477432651,999.9999999992522,1.4778184627389241,-30.522181537261076,-1.4909310266375542e-06,0.001,True,True,local,False,101,404,76,34,51,False,,,,0.1,1734.2656556292902,75248.5890889546,70,61,32.78688524590163,32.78688524590166,898.5995237422981,999.8623275871082,2
0.3,3.0,999.6673842274523,25.78993816098984,1576.6051414811727,1611.0656477432651,999.9999999992522,1.4778184627389241,-30.522181537261076,-1.4909310266375542e-06,0.001,True,True,local,False,101,404,76,34,51,False,,,,0.2,1891.9261697774073,181671.59365761897,169,61,32.78688524590163,32.78688524590166,825.4111509975174,999.8623275871082,2
0.5,1.0,999.5948687043739,28.46222864704859,1543.8885357138988,1610.9985516700835,999.9999999998357,1.6309858374302713,-30.369014162569727,-3.241002559661865e-07,0.001,True,True,local,False,111,447,76,42,56,False,,,,0.01,1559.3274210710379,1074.979844127923,1,61,32.78688524590163,32.78688524590166,999.8623275871082,999.8623275871082,1
0.5,1.0,999.5948687043739,28.46222864704859,1543.8885357138988,1610.9985516700835,999.9999999998357,1.6309858374302713,-30.369014162569727,-3.241002559661865e-07,0.001,True,True,local,False,111,447,76,42,56,False,,,,0.03,1590.2051917853157,15049.71781779092,14,61,32.78688524590163,32.78688524590166,970.7742354904191,999.8623275871082,4
0.5,1.0,999.5948687043739,28.46222864704859,1543.8885357138988,1610.9985516700835,999.9999999998357,1.6309858374302713,-30.369014162569727,-3.241002559661865e-07,0.001,True,True,local,False,111,447,76,42,56,False,,,,0.05,1621.0829624995938,32249.395323837685,30,61,32.78688524590163,32.78688524590166,941.8526320789791,999.8623275871082,3
0.5,1.0,999.5948687043739,28.46222864704859,1543.8885357138988,1610.9985516700835,999.9999999998357,1.6309858374302713,-30.369014162569727,-3.241002559661865e-07,0.001,True,True,local,False,111,447,76,42,56,False,,,,0.1,1698.2773892852888,77398.54877721045,72,61,32.78688524590163,32.78688524590166,898.5995237422981,999.8623275871082,2
0.5,1.0,999.5948687043739,28.46222864704859,1543.8885357138988,1610.9985516700835,999.9999999998357,1.6309858374302713,-30.369014162569727,-3.241002559661865e-07,0.001,True,True,local,False,111,447,76,42,56,False,,,,0.2,1852.6662428566785,188121.4727223865,175,61,32.78688524590163,32.78688524590166,820.5222834944357,999.8623275871082,2
0.5,2.0,999.6676298710348,25.780412998864445,1546.1841245440128,1611.0659410682767,999.9999999531822,1.477272529699141,-30.52272747030085,-9.363109711557627e-05,0.001,True,True,local,False,100,399,76,42,55,False,,,,0.01,1561.645965789453,1074.979844127923,1,61,32.78688524590163,32.78688524590166,999.8623275871082,999.8623275871082,1
0.5,2.0,999.6676298710348,25.780412998864445,1546.1841245440128,1611.0659410682767,999.9999999531822,1.477272529699141,-30.52272747030085,-9.363109711557627e-05,0.001,True,True,local,False,100,399,76,42,55,False,,,,0.03,1592.5696482803332,15049.71781779092,14,61,32.78688524590163,32.78688524590166,970.7742354904191,999.8623275871082,4
0.5,2.0,999.6676298710348,25.780412998864445,1546.1841245440128,1611.0659410682767,999.9999999531822,1.477272529699141,-30.52272747030085,-9.363109711557627e-05,0.001,True,True,local,False,100,399,76,42,55,False,,,,0.05,1623.4933307712136,33324.37516796561,31,61,32.78688524590163,32.78688524590166,941.8526320789791,999.8623275871082,3
0.5,2.0,999.6676298710348,25.780412998864445,1546.1841245440128,1611.0659410682767,999.9999999531822,1.477272529699141,-30.52272747030085,-9.363109711557627e-05,0.001,True,True,local,False,100,399,76,42,55,False,,,,0.1,1700.802536998414,77398.54877721045,72,61,32.78688524590163,32.78688524590166,898.5995237422981,999.8623275871082,2
0.5,2.0,999.6676298710348,25.780412998864445,1546.1841245440128,1611.0659410682767,999.9999999531822,1.477272529699141,-30.52272747030085,-9.363109711557627e-05,0.001,True,True,local,False,100,399,76,42,55,False,,,,0.2,1855.4209494528152,190271.43241064236,177,61,32.78688524590163,32.78688524590166,817.453389856208,999.8623275871082,2
0.5,3.0,999.7205735990527,23.63841621356456,1542.0754273491536,1611.1415736302868,999.9999999991524,1.3545076474943134,-30.6454923525057,-1.6906997188925743e-06,0.001,True,True,local,False,92,366,76,37,54,False,,,,0.01,1557.4961816226453,1074.979844127923,1,61,32.78688524590163,32.78688524590166,999.8623275871082,999.8623275871082,1
0.5,3.0,999.7205735990527,23.63841621356456,1542.0754273491536,1611.1415736302868,999.9999999991524,1.3545076474943134,-30.6454923525057,-1.6906997188925743e-06,0.001,True,True,local,False,92,366,76,37,54,False,,,,0.03,1588.3376901696283,15049.71781779092,14,61,32.78688524590163,32.78688524590166,970.7742354904191,999.8623275871082,4
0.5,3.0,999.7205735990527,23.63841621356456,1542.0754273491536,1611.1415736302868,999.9999999991524,1.3545076474943134,-30.6454923525057,-1.6906997188925743e-06,0.001,True,True,local,False,92,366,76,37,54,False,,,,0.05,1619.1791987166114,34399.35501209353,32,61,32.78688524590163,32.78688524590166,941.8526320789791,999.8623275871082,3
0.5,3.0,999.7205735990527,23.63841621356456,1542.0754273491536,1611.1415736302868,999.9999999991524,1.3545076474943134,-30.6454923525057,-1.6906997188925743e-06,0.001,True,True,local,False,92,366,76,37,54,False,,,,0.1,1696.2829700840691,78473.52862133837,73,61,32.78688524590163,32.78688524590166,897.4827474508297,999.8623275871082,2
0.5,3.0,999.7205735990527,23.63841621356456,1542.0754273491536,1611.1415736302868,999.9999999991524,1.3545076474943134,-30.6454923525057,-1.6906997188925743e-06,0.001,True,True,local,False,92,366,76,37,54,False,,,,0.2,1850.4905128189844,194571.35178715404,181,61,32.78688524590163,32.78688524590166,817.453389856208,999.8623275871082,2
