experiment,setting,seed,use_global_search,circle_sides,quadrature_order,candidate_grid,region_area,inradius,point_x,point_y,j_star,distance_from_s1,reception_h,h_tolerance,strict_feasible,feasible_with_tolerance,source,branch,local_run_count,local_success_count,local_feasible_count,selected_iterations,selected_function_evaluations,elapsed_s,global_objective,global_h,global_feasible,global_iterations,global_function_evaluations,global_branch
search_comparison,,0,False,64,4,31,39310.56832539636,25.741366868468162,-142.01900108004241,538.2266246977074,3282.5582899432206,556.6482697370574,-1089.0254896463593,0.0010004669113878332,True,True,local,positive_side,2,1,1,12,46,0.10219659999711439,,,,,,
search_comparison,,0,True,64,4,31,39310.56832539636,25.741366868468162,962.5399558732214,206.96178859406987,1751.8224522784797,984.5386475860048,-30683.651409523096,0.0010004669113878332,True,True,local,negative_side,3,1,2,12,43,0.19603739999001846,4882.4414296837795,-254132.1850462713,True,1,10,negative_side
