experiment,setting,seed,use_global_search,circle_sides,quadrature_order,candidate_grid,region_area,inradius,point_x,point_y,j_star,distance_from_s1,reception_h,h_tolerance,strict_feasible,feasible_with_tolerance,source,branch,local_run_count,local_success_count,local_feasible_count,selected_iterations,selected_function_evaluations,elapsed_s,global_objective,global_h,global_feasible,global_iterations,global_function_evaluations,global_branch,native_j_star,reference_order,j_at_reference_order,delta_j_native_vs_last,relative_j_native_vs_last
quadrature_order,2,0,False,32,2,101,39310.56832539652,25.741366868468162,-142.3969509009197,538.8535682858204,3201.8105888250375,557.350930456064,-304.1291925390251,0.0010004669113878326,True,True,local,positive_side,2,1,1,12,48,0.0714346999884583,,,,,,,3201.8105888250375,3,3322.385971950005,-123.66867876326478,0.03718822726354013
quadrature_order,3,0,False,32,3,101,39310.56832539652,25.741366868468162,-142.05819536707398,538.227970623566,3325.4792675883023,556.659572119722,-1010.6367420847528,0.0010004669113878326,True,True,local,positive_side,2,1,1,12,46,0.06242309999652207,,,,,,,3325.4792675883023,3,3325.4792675883023,0.0,0.0
