experiment,setting,seed,use_global_search,circle_sides,quadrature_order,candidate_grid,region_area,inradius,point_x,point_y,j_star,distance_from_s1,reception_h,h_tolerance,strict_feasible,feasible_with_tolerance,source,branch,local_run_count,local_success_count,local_feasible_count,selected_iterations,selected_function_evaluations,elapsed_s,global_objective,global_h,global_feasible,global_iterations,global_function_evaluations,global_branch,native_j_star,reference_order,j_at_reference_order,delta_j_native_vs_last,relative_j_native_vs_last
circle_sides,16,0,False,16,6,101,40374.049030207476,26.08111822800487,-142.10037422105572,540.6719224398207,3342.150658637395,559.0336698880807,-807.0197144662961,0.0010139137506573975,True,True,local,positive_side,2,1,1,12,47,0.052341600006911904,,,,,,,3342.150658637395,8,3347.985902655817,67.39742009330712,0.02058091562443072
circle_sides,32,0,False,32,6,101,39310.56832539652,25.741366868468162,-142.0113400918108,538.2268362879187,3274.7532385440877,556.6465198087328,-1104.325126968557,0.0010004669113878326,True,True,local,positive_side,2,1,1,12,46,0.05896799999754876,,,,,,,3274.7532385440877,8,3279.8451439172445,0.0,0.0
