parameter,response,parameter_min,parameter_max,response_mean,response_std,response_cv_pct,response_q25,response_q75,response_min,response_max,relative_range_pct
基础权重 εw,最优偏转角（度）,0.28505407060820454,0.3146920850275351,30.301358724648377,0.01196893333920102,0.03949965890296859,30.292232648223408,30.30963496379349,30.277136221120426,30.322562669365063,0.1499155488617914
形状参数 pw,最优偏转角（度）,1.9060929616249789,2.095925169770299,30.300068255395196,0.014139596498660327,0.046665229858492634,30.288445530013973,30.311707089937013,30.276618399006374,30.32487689393494,0.15926860138333726
近优容差 τ,候选区域面积（平方米）,0.04755115951078335,0.052497182338855926,28900.445428475326,1185.442561712477,4.101814155931562,27905.3631713007,29901.588251738263,26871.673918515487,30830.955233786117,13.69972419653293
