x_star_m,y_star_m,L_star_m,beta_star_deg,J_star_m,success,trial,epsilon_w,p_w,J0_m
863.416898299217,504.4910898433783,1000.0,30.297575599614316,1581.148431573946,True,50,0.297979797979798,2.0,1580.6583619559806
863.3624387914903,504.58428362763163,1000.0,30.303760073095894,1580.172213381282,True,51,0.302020202020202,2.0,1580.6583618601883
863.3087779555843,504.6760881048711,1000.0,30.30985273165214,1579.2115414211703,True,52,0.30606060606060603,2.0,1580.658410284196
863.2559059848056,504.7665210593433,1000.0,30.315854738601093,1578.2660472092584,True,53,0.3101010101010101,2.0,1580.6585050493013
863.2038023882229,504.8556185113857,1000.0,30.32176846822723,1577.3353738169444,True,54,0.31414141414141417,2.0,1580.6586440805916
863.1524517902241,504.94340768894574,1000.0,30.32759571198947,1576.4191754218527,True,55,0.3181818181818182,2.0,1580.6588253885552
863.1018354191958,505.02992158486546,1000.0,30.333338644694123,1575.517116879131,True,56,0.3222222222222222,2.0,1580.6590470854603
863.0519352308012,505.1151919061324,1000.0,30.338999356509515,1574.6288733124532,True,57,0.32626262626262625,2.0,1580.6593073740323
863.002747583223,505.1992257157645,1000.0,30.34457830215064,1573.7541297236894,True,58,0.3303030303030303,2.0,1580.659604453733
862.9542461505721,505.28206879989114,1000.0,30.35007850765506,1572.892580620239,True,59,0.3343434343434344,2.0,1580.6599367293838
862.9064181878452,505.36374370370453,1000.0,30.355501456765428,1572.0439296591164,True,60,0.3383838383838384,2.0,1580.660302608702
862.8592540665671,505.4442676217501,1000.0,30.36084827843965,1571.2078893069122,True,61,0.3424242424242424,2.0,1580.6607005383366
