x_star_m,y_star_m,L_star_m,beta_star_deg,J_star_m,success,trial,epsilon_w,p_w,J0_m
863.6862904844206,504.0297527222585,1000.0,30.266966346483553,1580.5147718567987,True,44,0.3,1.8686868686868687,1580.659093839136
863.6403942423694,504.1083905598921,1000.0,30.2721832128044,1580.5551402620292,True,45,0.3,1.8888888888888888,1580.6588829941677
863.5945683958959,504.1868913776977,1000.0,30.277391265724567,1580.5886022372201,True,46,0.3,1.9090909090909092,1580.6587078174916
863.548823071937,504.2652379165874,1000.0,30.282589358757182,1580.6153340840362,True,47,0.3,1.9292929292929295,1580.6585681412218
863.5031721534783,504.34340650084886,1000.0,30.28777591941432,1580.6355084336485,True,48,0.3,1.9494949494949496,1580.6584637741666
863.4576378076925,504.4213592935568,1000.0,30.292948435194216,1580.6492943042567,True,49,0.3,1.9696969696969697,1580.6583944928625
863.4122227281492,504.4990918164638,1000.0,30.29810660674177,1580.6568571587436,True,50,0.3,1.98989898989899,1580.658359999872
863.3669463064689,504.5765710231133,1000.0,30.303248238767054,1580.6583589623867,True,51,0.3,2.0101010101010104,1580.6583599844723
863.3218175443092,504.65378166817544,1000.0,30.30837231692777,1580.6539582405455,True,52,0.3,2.0303030303030303,1580.6583940904068
863.2768539061346,504.7306940437903,1000.0,30.313476866797995,1580.6438101362692,True,53,0.3,2.0505050505050506,1580.6584619199843
863.2320559183191,504.80730743030267,1000.0,30.318561837600633,1580.6280664677581,True,54,0.3,2.070707070707071,1580.6585630695758
863.1874409115524,504.8835923780505,1000.0,30.32362527154761,1580.6068757856228,True,55,0.3,2.090909090909091,1580.658697079323
863.1430182010948,504.9595331615242,1000.0,30.328666121473166,1580.5803834298865,True,56,0.3,2.111111111111111,1580.658863473099
863.0987952025671,505.0351173135165,1000.0,30.333683556308586,1580.5487315866833,True,57,0.3,2.1313131313131315,1580.659061758989
863.0547801449707,505.1103309861287,1000.0,30.338676653169927,1580.5120593446063,True,58,0.3,2.1515151515151514,1580.6592914214493
863.0109818538133,505.18515932251717,1000.0,30.343644422017153,1580.4705027506657,True,59,0.3,2.1717171717171717,1580.6595519200057
862.9674050727746,505.2595944482021,1000.0,30.34858633621369,1580.424194865815,True,60,0.3,2.191919191919192,1580.6598427203362
862.9240613193243,505.3336169266428,1000.0,30.353501101346648,1580.3732658200145,True,61,0.3,2.212121212121212,1580.6601632251422
862.8809561881181,505.40721744735606,1000.0,30.358388095139684,1580.317842866798,True,62,0.3,2.2323232323232327,1580.660512857661
862.8380923610421,505.48039167781565,1000.0,30.36324702576975,1580.25805043731,True,63,0.3,2.2525252525252526,1580.6608910555685
862.7954795474589,505.55312329415057,1000.0,30.368076805067655,1580.1940101937964,True,64,0.3,2.272727272727273,1580.6612971832496
862.7531290938738,505.6253931901854,1000.0,30.37287615989949,1580.1258410825142,True,65,0.3,2.2929292929292933,1580.6617305643529
862.7110326517391,505.6972158722747,1000.0,30.37764604923812,1580.0536593860459,True,66,0.3,2.313131313131313,1580.6621907171418
862.6692039640569,505.768568153479,1000.0,30.382384928799336,1579.9775787749936,True,67,0.3,2.3333333333333335,1580.6626769228847
862.6276439297674,505.8394487662844,1000.0,30.38709270991621,1579.8977103590428,True,68,0.3,2.353535353535354,1580.6631885917968
862.5863636368991,505.9098390698399,1000.0,30.391768149939825,1579.8141627373752,True,69,0.3,2.3737373737373737,1580.6637250002698
862.5453544866946,505.9797539955748,1000.0,30.396412236098932,1579.7270420484147,True,70,0.3,2.393939393939394,1580.6642856750482
862.5046344447339,506.0491631861037,1000.0,30.401022947324808,1579.636452018905,True,71,0.3,2.4141414141414144,1580.6648697807882
862.464190640761,506.11808885118614,1000.0,30.405601754373173,1579.5424940122966,True,72,0.3,2.4343434343434343,1580.6654769120573
862.4240424071146,506.18649831674844,1000.0,30.41014648205849,1579.4452670764474,True,73,0.3,2.4545454545454546,1580.6661061870927
862.3841831780642,506.25440304683076,1000.0,30.41465788730688,1579.3448679906173,True,74,0.3,2.474747474747475,1580.6667571095986
862.3446154989147,506.3217989777146,1000.0,30.4191356955246,1579.241391311759,True,75,0.3,2.494949494949495,1580.6674290478816
862.3053450316962,506.3886767392882,1000.0,30.42357927951814,1579.1349294201025,True,76,0.3,2.5151515151515156,1580.6681213127722
862.2663765107715,506.45502854546174,1000.0,30.427988117268928,1579.0255725640206,True,77,0.3,2.5353535353535355,1580.6688332229696
862.2276999203849,506.520871721988,1000.0,30.432363355403304,1578.9134089041825,True,78,0.3,2.5555555555555554,1580.6695643739408
862.1893312159424,506.58617937859896,1000.0,30.436703202463896,1578.798524556992,True,79,0.3,2.575757575757576,1580.6703138761904
862.1512566146648,506.65097524603095,1000.0,30.441009230818384,1578.6810036373067,True,80,0.3,2.595959595959596,1580.6710814142998
862.1134935644249,506.7152299015121,1000.0,30.44527948058258,1578.5609283004417,True,81,0.3,2.6161616161616164,1580.6718660538352
862.0760315143158,506.77896156858026,1000.0,30.449515158261352,1578.4383787834602,True,82,0.3,2.6363636363636367,1580.6726674302797
862.0388768150382,506.8421597099706,1000.0,30.45371555900683,1578.3134334457523,True,83,0.3,2.6565656565656566,1580.6734848333404
862.0020284690103,506.9048262892272,1000.0,30.457880808793348,1578.1861688089045,True,84,0.3,2.676767676767677,1580.6743177110275
861.9654871456767,506.9669604320546,1000.0,30.462010845019535,1578.056659595862,True,85,0.3,2.6969696969696972,1580.6751654799991
861.929249545021,507.02856801047926,1000.0,30.46610605356461,1577.9249787693934,True,86,0.3,2.717171717171717,1580.6760276563398
861.8933274126607,507.0896293176702,1000.0,30.47016512001251,1577.791197569859,True,87,0.3,2.7373737373737375,1580.6769033980506
861.8577065986475,507.15016866458774,1000.0,30.474189656042352,1577.6553855522802,True,88,0.3,2.757575757575758,1580.6777924950695
861.8223995109183,507.2101652187613,1000.0,30.47817827240556,1577.5176106227393,True,89,0.3,2.7777777777777777,1580.6786940896204
861.7873936028031,507.2696405535101,1000.0,30.48213239900486,1577.3779390740826,True,90,0.3,2.7979797979797985,1580.679607959464
861.7526984855662,507.32857858871404,1000.0,30.486050962529045,1577.2364356209648,True,91,0.3,2.8181818181818183,1580.6805333189166
861.7183110343047,507.38698488253056,1000.0,30.489934328263566,1577.0931634342217,True,92,0.3,2.8383838383838382,1580.6814697163672
861.6842285162501,507.44486432158817,1000.0,30.49378281693785,1576.9481841745805,True,93,0.3,2.858585858585859,1580.6824167015113
861.650453945849,507.50221202957556,1000.0,30.49759610017836,1576.801558025732,True,94,0.3,2.878787878787879,1580.6833736709016
861.6169840577237,507.55903379141256,1000.0,30.501374558547358,1576.653343726743,True,95,0.3,2.8989898989898992,1580.6843402028067
861.5838153859183,507.61533572681185,1000.0,30.5051185949669,1576.503598603848,True,96,0.3,2.9191919191919196,1580.6853158937197
861.5509558803443,507.6711045762452,1000.0,30.508827323678087,1576.3523786016046,True,97,0.3,2.9393939393939394,1580.6863000077199
861.5183984920569,507.7263525361683,1000.0,30.512501551788734,1576.199738313432,True,98,0.3,2.95959595959596,1580.687292258271
861.4861434045781,507.78107952335796,1000.0,30.516141269867394,1576.045731011543,True,99,0.3,2.97979797979798,1580.6882921526806
861.4541868536884,507.8352921491874,1000.0,30.5197469137783,1575.89040867627,True,100,0.3,3.0,1580.6892993283413
