vertex_index,x,y
0,-19.954279894246397,2.042810365310288e-13
1,-10.180280105755218,-17.632762378450657
2,9.977139947123561,-17.28091330264231
3,20.360560211510734,-1.5631940186722204e-13
4,9.977139947123224,17.280913302642567
5,-10.180280105755312,17.632762378450913
